ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation,
162,بیٹا,والد,High,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,4,3,4,4,0,0,جی ابو، بس چلو، میں جانے والا ہوں۔,0,0,0,0,0,1,"""میں سمجھتا ہوں، لیکن یہ صرف ایک بار نہیں ہو گا، اور تم",1,1,1,1,0,0,"""بیٹا، میں سمجھتا ہوں، مگر ابھی نہیں، تھوڑی دیر انتظار کرو۔""",4,4,4,4,0,0,"""جبت چاہیے، آں جا سکتا ہوں، آپ کی صحت کے لیے مطمئن ہو",0,0,0,0,0,0,
163,طالب علم,استاد,High,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,4,4,4,4,0,0,"""جی، اگر ضروری ہو تو آپ جا سکتے ہیں۔ صرف یاد رکھیے کہ آج ک�",2,2,2,2,0,0,جی، اگر یہ واقعی ضروری ہے تو آپ جا سکتے ہیں۔ لیکن آئندہ کوشش کریں کہ ایسے کام کلاس کے اوقات میں نہ ہوں۔,4,4,4,4,0,0,"""جی، آپ کی بہت مہربانی، تھوڑا پہلے جا سکتا ہوں۔ آئندہ",2,2,2,1,0,0,جی، اگر معاملہ ضروری ہے تو جا سکتے ہیں، مگر کوشش کیجیے کہ ای,2,2,2,2,0,0,
164,کزن,کزن,Low,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,4,4,4,4,0,0,"""بالکل، خوش آمدید! تمہارا ساتھ ہونا اچھا لگے گا۔""",3,3,3,3,0,0,"""جی، میں بھی بہت میں ساتھ چلتا ہوں، آپ کی صحت کیلئے م",1,1,1,1,0,0,"""جی، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔ باقی سامان میں اٹھا لیتا",1,1,1,1,0,0,"""جی، یار، آپ کی بہت مدد ہوگی، لیکن یہ حالات ابھی بہت خطرناک ہ",2,2,2,2,0,0,
165,نوجوان,بزرگ رشتہ دار,High,آپ گھر سے باہر جانے سے پہلے اپنے بزرگ رشتہ دار سے اجازت طلب کررہے ہیں۔,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,4,3,4,4,0,0,"""جی، بس اتنا کہ کہ تمہارے پاس وقت ہونا چاہئے۔""",2,2,2,2,0,0,"""جی، مگر جلدی واپس آنا، رات کا کھانا آپ کو ہی بنانا ہے۔""",3,3,3,1,0,0,"""جی ہاں، بھائی، آپ کو اجازت ہے۔ آپ کی مہربانی کو بہت شک",2,2,2,2,0,1,"""جی، بہت ضرور، بس والدین سے اجازت لیجیے اور چلو کہیں نہ ہو",3,3,3,3,0,0,
166,دوست,دوست,Low,آپ کا دوست آپ کی کامیابی پر تعریف اور حوصلہ افزائی کر رہا ہے۔,یار، تم نے کمال کام کیا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,4,4,4,4,0,0,شکریہ دوست، تمہاری حوصلہ افزائی میرے لیے بہت معنی رکھتی ہے۔,3,3,3,3,0,0,"""شکر ہے اللہ کا، یہ تو صرف آپ کی تعریف کا وقت ہے۔ مجھے یہ ک",2,2,2,2,0,0,"""شکریہ یار، تمہاری تعریف میرے لیے بہت اہم ہے۔""",1,1,1,1,0,0,"""سر، آپ کی مہربانی میرے لیے بہت اہم ہے۔ میں اپनے کام کو ک",2,2,2,2,0,1,
167,دوست,دوست,Low,آپ کا دوست ہلکے پھلکے انداز میں آپ کی تعریف کر رہا ہے۔,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,4,4,4,4,0,0,"""ارے، بس اتنا ہی کہو گے، تمہاری باتوں سے مجھے بہت ف",1,1,1,1,0,0,"""شکریہ یار، تمہاری تعریف نے دن بنا دیا!""",2,2,2,2,0,0,"""شکریہ یار، آپ کی مہربانی میں بہت آسانی ہو گئی۔""",1,1,1,1,0,0,"""جی، یقیناً یار، ہم دونوں کے پاس حال ہی میں نئے فونز آئ",1,1,1,1,0,0,
168,استاد,طالب علم,Medium,استاد کلاس میں آپ کی کارکردگی کو سراہ رہے ہیں۔,تمہاری پریزنٹیشن بہت اچھی تھی۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,4,4,4,4,0,0,"""شکر ہوے، آپ کی حوصلہ افزائی کا بہت شکریہ۔""",3,3,3,3,0,0,"""شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",3,3,3,3,0,0,"""شکریہ سر، آپ کی تعریف کا بہت شکریہ۔""",3,3,3,3,0,0,"""الحمدللہ، آپ کی مہربانی میری پریزنٹیشن کو بہت مدد میں آئی۔ ش",2,2,2,2,0,0,
169,والد,بیٹا,High,والد آپ کی محنت اور ذمہ داری کی تعریف کر رہے ہیں۔,آج تم نے بہت اچھا کام کیا ہے۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,4,4,4,4,0,0,"""شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",3,3,3,3,0,0,"""الحمدللہ، آپ کی مہربانی میں بہت اچھا کام کیا ہے۔ مگر آپ ک",3,3,3,3,0,0,"""شکر ہوے اللہ، آپ کی تعریف کا حق میرا ہے۔""",3,3,3,3,0,0,"""شکر ہے سر، آپ کی تعریف میرے لیے بہت اہم ہے۔""",2,2,2,2,0,1,
170,والدہ,بیٹی,High,والدہ آپ کی کھانا پکانے کی تعریف کر رہی ہیں۔,آج تو کھانے کا ذائقہ ہی الگ تھا۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,4,4,4,4,0,0,"""بہت شکریہ! آپ کی پسندیدگی میرے لیے خوشی کی بات ہے۔""",2,2,2,1,0,0,"""جی، بہت اچھا ذائقہ تھا۔ آپ کی پختہ کوششوں کا نتیجہ تھ",1,1,1,1,0,0,"""آپ کی بہت تعریف! مجھے بھی یقین نہیں تھا کہ آپ نے اتنی خوبص",1,1,1,1,0,0,"""آج کی کثرت اور ذائقہ میں اچھی چیز تھی، شکریہ کہ آپ نے م",1,1,1,1,0,0,
171,کزن,کزن,Low,کزن مذاق اور محبت بھرے انداز میں تعریف کر رہا ہے۔,آج تو بڑے اسٹائل میں لگ رہے ہو۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,4,4,4,4,0,0,"""شکریہ! آپ کی تعریف نے میرا دن بنا دیا۔""",2,2,2,2,0,0,"""جی، آج تو بڑے اسٹائل میں لگ رہے ہیں، مگر آپ کو یقین ر�",2,2,2,2,0,0,"""ارے، تمہاری بات کو سمجھ نہیں پایا۔""",2,2,2,1,0,0,"""شکریہ، آپ کی تیاری میرے لیے بہت اہم ہے۔ آج کی تیاری ک",2,2,2,2,0,0,
172,دوست,دوست,Low,آپ کا دوست آپ کی کسی کامیابی پر مبالغہ آمیز تعریف کر رہا ہے۔,یار، تم نے تو کمال کر دیا۔,پتا ہے یار، میں نے کافی محنت کی تھی۔,4,4,4,4,0,0,"""سر، آپ کی مہربانی میرے لیے کمال ہے۔""",2,2,2,2,0,0,"""شکریہ یار، بس اتنا کہنا کافی ہے۔""",3,3,3,3,0,0,شکریہ دوست، تمہاری حوصلہ افزائی میرے لیے بہت معنی رکھتی ہے۔,3,3,3,3,0,0,"""شکر ہوے اللہ، یہ میرا بہترین دن تھا، آپ کی تعریف سُن کر میرا دل بھ",2,2,2,2,0,0,
173,سینئر,جونیئر,High,سینئر ایک دفتری رپورٹ کا جائزہ لینے کے بعد آپ کی کارکردگی کی تعریف کر رہا ہے۔,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,4,4,4,4,0,0,"""شکریہ سر، آپ کی تعریف میرے لیے بہت اہم ہے۔""",2,2,2,1,0,0,"""شکریہ سر، آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",3,3,3,3,0,0,"""الحمدللہ، آپ کی تیاری کا نشان دینے کے لیے بہت شکریہ۔ میں ا",2,2,2,2,0,0,"""شکر ہوے اللہ، آپ کی بھی مدد اور حوصلہ افزائی سے یہ کام بہت آ",2,2,2,2,0,0,
174,بزرگ رشتہ دار,نوجوان,High,ایک خاندانی گفتگو میں بزرگ رشتہ دار نوجوان کی تعریف کر رہا ہے۔,تم تو کافی سمجھدار ہو گئے ہو۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,4,4,4,4,0,0,"""شکریہ، آپ کی توجہ میں بہت م�اخیت ہو گئی۔""",2,2,2,2,0,0,"""شکر ہے، آپ کی تعریف میرے لیے بہت اہم ہے۔""",2,2,2,2,0,0,"""جی، آپ کی تعلیم اور تربیت کا ثمر ہیں میں۔""",3,3,3,3,0,0,"""شکریہ! آپ کی تربیت کا اثر ہے، میں ہمیشہ سیکھنے کی کوشش کرتا ہوں۔""",3,3,3,3,0,0,
175,دوست,دوست,Low,دوست مذاق اور تعریف کے ملے جلے انداز میں بات کر رہا ہے۔,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,ہاہا، زیادہ مکھن نہ لگاؤ۔,4,4,4,4,0,0,"""شکریہ یار، آپ کی توجہ کا شکریہ۔ مگر میں بہت سادہ ہو",1,1,1,1,0,0,"""شکریہ یار، تمہاری تعریف کا بہت شکریہ!""",2,2,2,2,0,0,"""جی، میں نے آج کے لباس کو خاص طور پر اس موقع کے لیے منتخب کیا تھا۔""",2,2,2,2,0,0,"""جی یار، آج کوئی خاص موقع نہیں تھا، بس آپ کی مدعوت پر آیا تھا، اور یہ ب",3,3,3,3,0,0,
176,استاد,طالب علم,Medium,کلاس کے دوران استاد آپ کے جواب کی تعریف کر رہے ہیں۔,تم نے آج بہت اچھا جواب دیا۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,4,4,4,4,0,0,"""شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",2,2,2,2,0,0,"""شکر ہوے، آپ کی تعریف کا شکریہ۔""",2,2,2,2,0,0,"""شکریہ سر، مجھے بہت فخر ہے کہ میں نے آپ کو مطمئن کیا�",2,2,2,2,0,0,شکریہ، میں بھی آپ کی مدد سے بہت خوشی آئی۔,1,1,1,1,0,0,
177,دوست,دوست,Low,دوست آپ کی تعریف کر رہا ہے لیکن آپ تعریف کو قبول کرنے کے بجائے رد کر رہے ہیں۔,یار، تم تو بہت ذہین ہو۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,4,4,4,4,0,0,"""شکر ہوے اللہ، یہ صرف آپ کی تعلیم و تربیت کا نتیجہ ہے۔""",2,2,2,2,0,0,"""شکریہ یار، آپ کی مہربانی میرے لیے بہت اہم ہے۔""",2,2,2,1,0,0,شکریہ یار، تمہاری تعریف میرے لیے بہت معنی رکھتی ہے۔,2,2,2,2,0,0,"""شکر ہے، یہ میری محنت کا نتیجہ ہے۔""",2,2,2,2,0,0,
178,والد,بیٹا,High,والد آپ کی کامیابی کو سراہتے ہوئے اس سے مستقبل میں بھی اچھی کارکردگی کی توقع کر رہے ہیں۔,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,جی ابو، میں پوری کوشش کروں گا۔,4,4,4,4,0,0,"""جی سر، میں اپنی محنت جاری رکھوں گا، آپ کی رہنمائی کا شکریہ!""",3,3,3,3,0,1,"""جی سر، آپ کی حوصلہ افزائی کا شکریہ۔ میں نے اپنی کوششوں کو مزید بہتر",3,3,3,3,0,1,"""جی، میں ایسا کر دیتا ہوں۔ آئے چکاوٹ کے دور آئیں۔""",1,1,1,1,0,0,"""جی، میں پہلے یہی معیار برقرار رکھنا چاہتا ہوں۔""
""",2,2,2,2,0,0,
179,کزن,کزن,Low,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,4,3,4,4,0,0,"""جی، بس اتنی ہی بات تھی۔ تمہاری مدد کے بغیر یہ کام ممکن نہ ہوتا",1,1,1,1,0,0,"""جی یار، مجھے بھی کچھ عجیب لگا۔ مجھے نہیں پتہ تھا",2,2,2,2,0,0,"""شکریہ دوست، تمہاری محبت اور حمایت نے واقعی محفل کو خاص بنا دیا۔""",4,4,4,4,0,0,"""جی ہاں، آج کی محفل میں میں بہت آرام سے رہا تھا۔ آپ کی جانب س",2,2,2,2,0,0,
180,ساتھی,ساتھی,Medium,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,آج کی پریزنٹیشن کافی متاثر کن تھی۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,3,4,4,4,0,0,"""جی، آپ کی تعریف کا شکریہ۔ اس کے لیے میں بہت خوش ہوا کہ آپ کو پسند",3,3,3,3,0,0,"""آپ کی پریزنٹیشن کی بہت مہربانی اپنی جگہ پر ہے۔ میں آپ",2,2,2,2,0,0,"""بہت شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",4,4,4,4,0,0,"""شکر ہے، سر، آپ کی تعریف میرے لیے بہت اہم ہے۔""",2,2,2,0,0,0,
181,استاد,طالب علم,Medium,استاد آپ کی اسائنمنٹ دیر سے جمع ہونے کی نشاندہی کر رہے ہیں۔,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,4,4,4,4,0,0,میں نے اس کے بارے میں کوئی یادداشت نہیں رکھی تھی، ابھی اس پر,1,1,1,1,0,0,"""مجھے معاف کر دیں، کچھ غیر متوقع مسائل کی وجہ سے میں وقت پر نہیں کر سکا۔""",4,4,4,4,0,0,"""میں نے اسائنمنٹ وقت پر جمع کر لیا ہے۔""",2,2,2,1,0,0,"""آپ کی نشاندہی کا شکریہ، مگر میں اسaignment کا وقت کچھ متعین کر",2,2,2,1,0,0,
182,افسر,ملازم,High,افسر آپ کی تیار کردہ رپورٹ میں موجود غلطی کی نشاندہی کر رہا ہے۔,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,4,4,4,4,0,0,"""جی، اس پر فوری طور پر کام کرنے کا فیصلہ کروں گا۔ غلطی کو دور کرنے کے",2,2,2,2,0,0,"""شکریہ آپ کی نشاندہی کا، میں فوراً اس غلطی کو درست کر لیتا ہوں۔""",3,3,3,3,0,0,"""آپ کی نشاندہی کا شکریہ۔ میں اس پر دوبارہ چک کر کامیابی",2,2,2,2,0,0,"""آپ کی نشاندہی کا شکریہ۔ میں آپ کی تجاویز کے مطابق ان حصوں پر دوبارہ",3,3,3,3,0,0,
183,والد,بیٹا,High,والد آپ کی ایک غلطی پر ناراضی کا اظہار کر رہے ہیں۔,میں نے تمہیں پہلے ہی سمجھایا تھا۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,4,4,4,4,0,0,"""جی، آپ نے بالکل صحیح کہا، مجھے اس بات کا خیال رکھنا چاہیے تھا۔""",2,2,2,2,0,0,"""آپ کی بہت مہربانی، مگر میں خود میں بھی کچھ کام کر سکتا ہ",1,1,1,0,0,0,"""جی، میں نے یاد کیا، بس ابھی کچھ وقت لینا ہے۔""
""آپ کی بہت",3,3,3,3,0,0,"""جی، آپ نے مجھے کچھ نکات بتائے تھے، لیکن مجھے ابھی تک وہ یاد ن",1,1,1,1,0,0,
184,والدہ,بیٹی,High,والدہ آپ کے دیر سے گھر پہنچنے پر اپنی پریشانی کا اظہار کر رہی ہیں۔,میں تمہارا کب سے انتظار کر رہی تھی۔,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔,4,4,4,4,0,0,"""آپ کی مہربانی کے لیے شکریہ۔ بس ابھی آئی۔""",1,1,1,1,0,0,"""معاف کرنا، راستے میں تھوڑی دیر ہو گئی۔ اب میں یہاں ہوں!""",3,3,3,3,0,0,"""آپ کی تیاری کا نشاندہی کرنے والی شخص ہو، مگر آپ کی مہربانی ک",1,1,1,0,0,0,"""ارے، مجھے معلوم نہ تھا کہ تم میرا انتظار کر رہی ہو، مجھے",1,1,1,1,0,1,
185,دوست,دوست,Low,آپ کا دوست اس کام کا ذکر کر رہا ہے جو آپ اس کے لیے کرنا بھول گئے تھے۔,یار، تم میرا کام کرنا بھول گئے تھے۔,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔,4,4,4,4,0,0,"""اوہ، واقعی! مجھے معاف کر دو، میں ابھی فوراً تمہارا کام کر دیتا ہوں۔""",4,4,4,4,0,0,"""یار، میں آپ کی جانب سے بہت خوشی آئی، لیکن میری محنت کی ضرورت ن",2,2,2,2,0,0,میں نے کہیں غلطی سے بھول گیا، ابھی ہماری بات چیت کو یاد کرتا,2,2,2,2,0,0,"""میں نے واقعی اس کو یاد نہیں کیا تھا، سچی بات۔ بس ابھی یاد آیا، میں اس کو",2,2,2,2,0,0,
