ID,Power_Distance,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
162,High,بیٹا,والد,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,,,,,,,"""نہیں بیٹا، ابھی نہیں جاسکتا۔ تمہاری مائی کا وہاں",,,,,,,"""تم نے پہلے بھی مجھ سے یہ درخواست کی تھی اور میں نے تمہاری درخواست",,,,,,,بیٹا، میں نے پہلے ہی کہہ دیا ہے کہ تمہیں باہر جانے کی اجازت نہیں ہے۔ تمہیں میری بات کا احترام کرنا چاہیے۔,,,,,,,بیٹا، آپ کی نیکات سمجھائیں گے لیکن اب تک آپ کی عمر کے واقع,,,,,,
163,High,طالب علم,استاد,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,,,,,,,"""نہیں، طالب علم، کلاس کے دوران کسی بھی رخصتی درخواست کو مسترد کر دیا گیا ہے.""",,,,,,,جی بالکل، آپ جا سکتے ہیں۔ لیکن براہ کرم اپنے کام کو مکمل کریں اور کلاس کی اہمیت کو نہ بھولیں۔,,,,,,,دستے سے بچنے کی اجازت دینا چاہئے، لیکن کہاں جائیں گے؟,,,,,,,"""کیا تمہارا یہ کام بہت ضروری ہے؟ کلاس کا دورانیہ ختم ہوتے",,,,,,
164,Low,کزن,کزن,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,,,,,,,"""کیوں نہیں! تمہیں ساتھ لے کر چلنے میں تو بہت مزہ آئے گا۔""",,,,,,,میں بھی یار، صرف مطمئناً کہاں جائیں گے تلکر آں گا۔,,,,,,,"""بالکل! یہ ایک اچھا خیال ہے.""'''",,,,,,,"""جی بھائی، مجھے یقین ہے کہ آپ کو ضرورت ہے، آج رات ساتھ جا�",,,,,,
165,High,نوجوان,بزرگ رشتہ دار,آپ گھر سے باہر جانے سے پہلے اپنے بزرگ رشتہ دار سے اجازت طلب کررہے ہیں۔,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,,,,,,,"""تمہاری عمر ابھی بہت کم ہے، تمہیں ابھی تک اس طرح کی سرگرمیوں می",,,,,,,بیٹا، تمہیں باہر جانے کی اجازت تو ہے، مگر پہلے یہ بتاؤ کہ کہاں جا رہے ہو اور کب واپس آؤ گے۔ اپنی حفاظت کا خیال رکھنا۔,,,,,,,میری تیاری کریں، آپ کی ضرورت کیسے ہے؟,,,,,,,"""ابھی تو بچے ہو، تھوڑی دیر کے لیے گھر پر رہو، فائد�",,,,,,
166,Low,دوست,دوست,آپ کا دوست آپ کی کامیابی پر تعریف اور حوصلہ افزائی کر رہا ہے۔,یار، تم نے کمال کام کیا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,,,,,,,"""شکریہ یار! تمہاری حمایت ہمیشہ میرے لیے اہم رہی ہے۔""",,,,,,,"""جی، میں نے تو محنت کی ہے، لیکن یہاں تک کہ اب بھی مجھے ل",,,,,,,"""تمہاری کوشش کو دیکھ کر مجھے فخر محسوس ہوتا ہے۔ تمہارا ی�",,,,,,,تیری کامیابی میرے لئے بہت خوشی آتی ہے۔,,,,,,
167,Low,دوست,دوست,آپ کا دوست ہلکے پھلکے انداز میں آپ کی تعریف کر رہا ہے۔,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,,,,,,,"""یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔""
'''
### English
You are role",,,,,,,"""شکریہ یار! تمہاری تعریف تو ہمیشہ دل کو خوش کر دیتی ہے۔""",,,,,,,یار، میری زندگی میں انتہائی ذہنیت نہیں چاہئیں۔ صرف لوگو,,,,,,,"""ہاں، مجھے تو یقین ہے کہ تم بہت چالاک ہو! میرے",,,,,,
168,Medium,استاد,طالب علم,استاد کلاس میں آپ کی کارکردگی کو سراہ رہے ہیں۔,تمہاری پریزنٹیشن بہت اچھی تھی۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,,,,,,,شکر ہوگا، اس کے لئے مجھے خوشی ہوئی کہ آپ نے میرے کام,,,,,,,شکریہ، استاد جی! آپ کی رہنمائی نے مجھے بہت مدد دی۔,,,,,,,"""شکر گزاری کرتے ہوئے، استاد صاحب!"" (Answer)
'''
Answer: ""شکر گزاری کرتے ہوئ",,,,,,,شکریہ، استاد کیا کرتا ہے کہ میں نے کافی زیادہ کام کیا ہے۔,,,,,,
169,High,والد,بیٹا,والد آپ کی محنت اور ذمہ داری کی تعریف کر رہے ہیں۔,آج تم نے بہت اچھا کام کیا ہے۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,,,,,,,شکریہ، ابو۔ آپ کی دعاؤں اور رہنمائی کی بدولت ہی میں یہ سب کر سکا ہوں۔,,,,,,,اب میری فریکنٹ سکول کرنا چاہئے گا۔,,,,,,,"""جی، والد جان، مجھے خوشی ہوئی کہ میں نے اپنے فرض کو پورا کیا۔ آپ کی",,,,,,,"""شکر ہے، میرے والد!"" (Answer in Urdu)
'''
Answer: شکر ہے، میرے والد! (Answer in",,,,,,
170,High,والدہ,بیٹی,والدہ آپ کی کھانا پکانے کی تعریف کر رہی ہیں۔,آج تو کھانے کا ذائقہ ہی الگ تھا۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,,,,,,,"""شکریہ امی، آپ کی دعاؤں کا اثر ہے۔""",,,,,,,"""جی، مجھے خوشی ہوئی کہ آپ کو پسند آیا۔ میں نے خاص طور پر اس میں دھیمی",,,,,,,"""شکر ہے، میں نے بہت محنت کی تھی۔"" (Answer)
'''
The speaker is playing the role of a",,,,,,,میری مادر، آج کی کھانے کا ذائقہ واقعاً بہت خوبصورت تھا۔,,,,,,
171,Low,کزن,کزن,کزن مذاق اور محبت بھرے انداز میں تعریف کر رہا ہے۔,آج تو بڑے اسٹائل میں لگ رہے ہو۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,,,,,,,"""شکریہ یار! تم بھی تو ہمیشہ کی طرح بہت کمال لگ رہے ہو، بس تمہاری مسکراہٹ ہی سب کچھ ہے!""",,,,,,,"""ہاں، مجھے لگی ہے کہ آج میرا چہرہ کچھ اچھا ل",,,,,,,"""آپ کی شادی کی تقریب میں تم نے اتنی خوبصورتی سے خود کو پیش کیا، یہ میری زندگی کا سب س",,,,,,,میری پانی کی شکل میں محبت کا نشے دے رہی ہوں۔,,,,,,
172,Low,دوست,دوست,آپ کا دوست آپ کی کسی کامیابی پر مبالغہ آمیز تعریف کر رہا ہے۔,یار، تم نے تو کمال کر دیا۔,پتا ہے یار، میں نے کافی محنت کی تھی۔,,,,,,,تیری کامیابی سے بہت خوشی اور فخر ہے۔,,,,,,,"""تمہاری یہ کامیابی واقعی قابل تحسین ہے۔""
'''
### English
You are role-playing the specified speaker. Generate a natural English response",,,,,,,"""شکریہ یار، تمہاری حمایت کا بڑا ہاتھ ہے اس میں!""",,,,,,,"""ہاں، مجھے بھی لگتا تھا کہ میں یہ کر سکتا ہوں،",,,,,,
173,High,سینئر,جونیئر,سینئر ایک دفتری رپورٹ کا جائزہ لینے کے بعد آپ کی کارکردگی کی تعریف کر رہا ہے۔,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,,,,,,,"""شکریہ، میں نے اپنی بہترین صلاحیتوں کو استعمال کیا.""
'''",,,,,,,شکریہ، سر۔ آپ کی رہنمائی کا بہت شکریہ، اس نے مجھے بہتر کرنے میں مدد کی۔,,,,,,,میری کوشش زیادہ تر مطلوبہ نہیں تھی، لیکن بابت کرنا چاہتا ہ,,,,,,,آپ کی تعاون سے بہت خوش ہوں، میں نے اپنی صلاحیتوں کو استعمال کرن�,,,,,,
174,High,بزرگ رشتہ دار,نوجوان,ایک خاندانی گفتگو میں بزرگ رشتہ دار نوجوان کی تعریف کر رہا ہے۔,تم تو کافی سمجھدار ہو گئے ہو۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,,,,,,,میری کل شادی کی طاقت کو محسوس کرتا ہوں، لیکن بھی اچھے کام کرت,,,,,,,"""شکریہ، آپ سے بہت سی اچھی چیزیں سیکھنے کو ملا ہے۔""
'''",,,,,,,"""جی، آپ کی دعوت پر شکر ہے، مجھے بہت خوشی ہوئی کہ آپ میرے کام",,,,,,,"""آپ کی دعاؤں کا اثر ہے، چچا۔ آپ کی رہنمائی ہمیشہ میرے لیے مشعل راہ رہی ہے۔""",,,,,,
175,Low,دوست,دوست,دوست مذاق اور تعریف کے ملے جلے انداز میں بات کر رہا ہے۔,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,ہاہا، زیادہ مکھن نہ لگاؤ۔,,,,,,,یار، میری کمیں سے کچھ نہیں، تم نے وہی بڑائی کی جس کے لیے تم,,,,,,,"""شکریہ یار! تم بھی تو ہمیشہ کی طرح کمال کے لگ رہے ہو، بس تمہاری اسٹائلنگ کا راز کیا ہے؟""",,,,,,,"""تمہاری یہ پریزنٹیشن بھی بہت اچھی تھی! تم نے مجھے حیران کر",,,,,,,"""جی، مجھے تو لگتا ہے کہ میں نے اپنی زندگی کی سب سے بڑی چالاکی",,,,,,
176,Medium,استاد,طالب علم,کلاس کے دوران استاد آپ کے جواب کی تعریف کر رہے ہیں۔,تم نے آج بہت اچھا جواب دیا۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,,,,,,,شکریہ، استاد جی! آپ کی رہنمائی کا بہت اثر ہوا ہے۔,,,,,,,شکر ہوگا، میں نے اپنی کوشش کی ہے، لیکن ابھی کافی کام کاج ہ,,,,,,,"""شکر ہے، میں نے اس پر وقت دیا تھا."" (Answer)
'''
Answer: ""شکر ہے، می",,,,,,,شاید میں کچھ بہتر کرتا چاہتا تھا، لیکن میری تلاشوں میں س,,,,,,
177,Low,دوست,دوست,دوست آپ کی تعریف کر رہا ہے لیکن آپ تعریف کو قبول کرنے کے بجائے رد کر رہے ہیں۔,یار، تم تو بہت ذہین ہو۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,,,,,,,"""ارے، نہیں نہیں، میں تو صرف اپنی غلطیاں دیکھ کر سیکھتا �",,,,,,,میری تعریف نہیں سلیکٹ کرتے ہیں، میں مجھے چاہتا ہوں ک,,,,,,,نہیں یار، تم زیادہ اچھے ہو، میں تو بس کوشش کرتا ہوں۔,,,,,,,"""تم نے مجھے پریشان کیوں کیا؟ میں نے تمہاری تعریف قبول کر لی ہے�",,,,,,
178,High,والد,بیٹا,والد آپ کی کامیابی کو سراہتے ہوئے اس سے مستقبل میں بھی اچھی کارکردگی کی توقع کر رہے ہیں۔,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,جی ابو، میں پوری کوشش کروں گا۔,,,,,,,"""جی ابو، میں پوری کوشش کروں گا کہ آپ کی توقعات پر پورا اتروں۔""",,,,,,,"""جی، والد جان، مجھے خوشی ہوئی کہ آپ میرے کارکردگی پر خوش ہیں۔ می�",,,,,,,میری کامیابی کو سراہت کرتے ہوئے میں بھی مستقبل میں اچھی کارک,,,,,,,"""جی ہاں، مجھے امید ہے کہ میں اپنے والدین پر فخر کرنے والا",,,,,,
179,Low,کزن,کزن,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,,,,,,,"""تم نے بہت اچھا کام کیا۔""
'''
### 2.0
'''
Answer: ""یار، آج تو تم محفل کی",,,,,,,"""نہیں نہیں، یار، مجھے تو صرف اپنی بہن کی خوشی میں ہی شرکت",,,,,,,"""شکریہ یار! تمہاری تعریف سن کر بہت خوشی ہوئی۔ تم بھی تو ہمیشہ سب کی توجہ حاصل کر لیتے ہو!""",,,,,,,میری مادر نے مجھے بیٹا کے طور پر قدرت دلائی۔,,,,,,
180,Medium,ساتھی,ساتھی,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,آج کی پریزنٹیشن کافی متاثر کن تھی۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,,,,,,,"""شکر ہوے، مجھے یقین ہے کہ آپ نے بہت کوشش کی ہ",,,,,,,میری پریazenشن کو بہت خوبصورت بنانے کی کوشش کی گئی تھی۔,,,,,,,"""شکریہ! لیکن میں سمجھتا ہوں کہ کچھ پہلوؤں پر مزید کام کرنے کی ضرورت ہے۔""",,,,,,,"""مجھے یقین نہیں آ رہا کہ آپ مجھے اتنی تعریف کیسے کر سکتے",,,,,,
181,Medium,استاد,طالب علم,استاد آپ کی اسائنمنٹ دیر سے جمع ہونے کی نشاندہی کر رہے ہیں۔,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,,,,,,,اسٹیڈسنج، مجھے معاف فرما دیجئیے، میں بہت جلد اسائنمنٹ لکھ,,,,,,,"""سر، مجھے معاف کریں، کچھ ذاتی مسائل کی وجہ سے میں وقت پر نہیں کر سکا۔ میں کوشش کروں گا کہ آئندہ ایسا نہ ہو۔""",,,,,,,"""میں معذرت چاہتا ہوں، استاد۔ میری والدہ بیمار تھی اور میں ان کی مدد",,,,,,,متأسف ہوں، میں نے کچھ خطا کر لیا ہے۔ آسانے سے میں نے اسائن,,,,,,
182,High,افسر,ملازم,افسر آپ کی تیار کردہ رپورٹ میں موجود غلطی کی نشاندہی کر رہا ہے۔,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,,,,,,,آفسر صاحب، مجھے اس بات کا پتہ نہیں کہ کونسی غلطی ہوئی ہ,,,,,,,"""سر، میں اس کی معذرت خواہ ہوں۔ میں فوراً اس غلطی کو درست کر دوں گا۔""",,,,,,,ملازمت میں ایک خامہ چھاپا گیا ہے، لطفی سمجھائیں جس کو آ,,,,,,,"""میں اس پر غور کر رہا ہوں، افسر.""

[Out] ""میں اس پر غور کر رہا",,,,,,
183,High,والد,بیٹا,والد آپ کی ایک غلطی پر ناراضی کا اظہار کر رہے ہیں۔,میں نے تمہیں پہلے ہی سمجھایا تھا۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,,,,,,,"""جی ابو، مجھے معاف کر دیں، میں وعدہ کرتا ہوں کہ آئندہ احتیاط کروں گا۔""",,,,,,,میری بہت چھوٹی گفتگو میں کسی کو نقصان دینے والا نہیں تھا۔,,,,,,,"""میں جانتا ہوں، لیکن مجھے اس بارہ میں غلطی کرنے کا موقع مل گیا",,,,,,,"""وہ تو بہت دور ہو گئے، مجھے یاد نہیں آیا تھا، میرا معاف",,,,,,
