ID,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
163,طالب علم,استاد,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,,,,,,,"""مجھے افسوس ہے، لیکن کلاس جاری رہنے تک آپ کو نہیں جانے دیا جا",,,,,,,جی بالکل، آپ جا سکتے ہیں، لیکن براہ کرم کلاس کے نوٹس لے لیں اور باقی طلبہ کو بھی مطلع کر دیں۔,,,,,,,دستے سے جاؤ، لیکن پہلے کچھ کام کرنا چاہئے۔,,,,,,,"""کیا یہ ضرورت بہت اہم ہے؟ اس کے بعد کے حصے پر ہماری بحث شروع",,,,,,
164,کزن,کزن,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,,,,,,,"""کیوں نہیں! تمہیں ساتھ لے جانا تو بہت اچھا رہے گا۔ چلیں، مزہ آئے گا!""",,,,,,,میں بھی آسانی سے مل جائیںگی، یار۔,,,,,,,"""مجھے یقین ہے کہ تمہاری موجودگی میری خوشی کو مزید بڑھائے گی!"" (جو",,,,,,,"""جی، یار! مجھے لذت ہوگی کہ تم میرے ساتھ جاؤ گے، بس کچھ",,,,,,
165,بزرگ رشتہ دار,نوجوان,آپ گھر سے باہر جانے سے پہلے اپنے بزرگ رشتہ دار سے اجازت طلب کررہے ہیں۔,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,,,,,,,"""جی، آپ کوئی مسئلہ کیوں محسوس کریں گے؟"" (اسلام)",,,,,,,جی چچا، میں بس تھوڑی دیر کے لیے جا رہا ہوں۔ آپ کی دعاوں کی ضرورت ہے۔,,,,,,,میری مادر سے اجازت لاؤں گے۔,,,,,,,جی، آپ جائیں تو کیا ہوا، مگر والدین سے بات لے لو اور ان کو بتایا کرو کہ می,,,,,,
166,دوست,دوست,آپ کا دوست آپ کی کامیابی پر تعریف اور حوصلہ افزائی کر رہا ہے۔,یار، تم نے کمال کام کیا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,,,,,,,"""شکریہ! تمہاری حمایت ہمیشہ میرے لیے اہم رہی ہے۔""",,,,,,,"""تیری مدد سے تو میں نے یہ کامیابی حاصل کی ہے، لیکن تیری بھرپور مدد",,,,,,,"""تمہاری محنت رنگ لائی ہے۔""
[Answer] تمہاری محنت رنگ لائی ہے۔
'''
#",,,,,,,تیری کامیابی میرے لئے بہت خوشی آتی ہے۔ میں تیرے سانچے سے ب,,,,,,
167,دوست,دوست,آپ کا دوست ہلکے پھلکے انداز میں آپ کی تعریف کر رہا ہے۔,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,,,,,,,"""تمہاری بات سے مجھے سکون ملا ہے۔ تم نے اس وقت کو بہترین طریقے س�",,,,,,,"""شکریہ یار! تمہاری تعریف ہمیشہ دل کو خوش کر دیتی ہے۔""",,,,,,,میری میور یار، اس طرح کی امتیازات نہیں چاہئے۔,,,,,,,"""جی، مجھے لگتا ہے کہ ابھی تو میرے دماغ میں کوئی خاص چیز چلا کرتی",,,,,,
168,استاد,طالب علم,استاد کلاس میں آپ کی کارکردگی کو سراہ رہے ہیں۔,تمہاری پریزنٹیشن بہت اچھی تھی۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,,,,,,,شکر ہوگا، اس کے لیے مجھے خوشی ہوئی کہ آپ نے میرے کام کو,,,,,,,شکریہ سر، آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔,,,,,,,"""شکریہ، استاد صاحب!"" (اسلام) [1]

[1] یہاں اسلام کا استعمال کرنے والوں ک�",,,,,,,شکریہ، استاد جانتا ہوں کہ تم مجھے کام کی قدردانی کرتے ہیں۔,,,,,,
169,والد,بیٹا,والد آپ کی محنت اور ذمہ داری کی تعریف کر رہے ہیں۔,آج تم نے بہت اچھا کام کیا ہے۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,,,,,,,"""شکریہ ابو، آپ کی دعاؤں کا اثر ہے۔""",,,,,,,بات کر سکتا ہوں، مرا بھی محنت کرتا رہتا ہوں۔,,,,,,,"""شکر ہو، بابا! میں نے اپنی تعلیم کے لیے کافی مشقت کرتا تھا۔""",,,,,,,"""شکر ہے، بابا!"" 

[Answer] ""شکر ہے، بابا!"" <<Answer>>Answer
#### 2.0.1",,,,,,
170,والدہ,بیٹی,والدہ آپ کی کھانا پکانے کی تعریف کر رہی ہیں۔,آج تو کھانے کا ذائقہ ہی الگ تھا۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,,,,,,,"""شکریہ ماں! آپ کی دعاؤں کا اثر ہے، اور آپ کی رہنمائی بھی ہمیشہ مدد کرتی ہے۔""",,,,,,,"""جی، میں نے بہت محنت سے کچن میں کام کیا اور اپنی ماں کو خوش کرنے",,,,,,,"""شکر ہے، میں نے بہت محنت کی تھی۔"" (Answer)
'''
Answer: ""شکر ہ",,,,,,,میری مادر، آج کی کھانے کا ذائقہ واقعاً بہت خوش تھा۔ شکریہ کرتی,,,,,,
171,کزن,کزن,کزن مذاق اور محبت بھرے انداز میں تعریف کر رہا ہے۔,آج تو بڑے اسٹائل میں لگ رہے ہو۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,,,,,,,"""شکریہ یار! تمہاری تعریف تو ہمیشہ دل کو خوش کر دیتی ہے۔""",,,,,,,"""جی، مجھے یقین ہے کہ آپ کو بھی دیکھ کر خوشی ہوئی ہوگی!",,,,,,,"""آپ کی شادی کی تقریب میں آپ نے جو لباس پہنا، یہ واقعی خوبصورت تھا!"" (کزن کو ایک",,,,,,,میری نئی فارمیشن سب کو اچھی طرح لائی گی۔,,,,,,
172,دوست,دوست,آپ کا دوست آپ کی کسی کامیابی پر مبالغہ آمیز تعریف کر رہا ہے۔,یار، تم نے تو کمال کر دیا۔,پتا ہے یار، میں نے کافی محنت کی تھی۔,,,,,,,تیری کامیابی سے بہت خوشی اور فخر ہے۔,,,,,,,"""تم نے بہت اچھا کام کیا۔ میں واقعی فخر محسوس کر رہا ہوں ک�",,,,,,,"""شکریہ یار، تمہاری حمایت نے مجھے بہت حوصلہ دیا!""",,,,,,,"""جی بھائی، مجھے لگتا ہے کہ میں نے اپنی زندگی میں کبھی یہ",,,,,,
173,سینئر,جونیئر,سینئر ایک دفتری رپورٹ کا جائزہ لینے کے بعد آپ کی کارکردگی کی تعریف کر رہا ہے۔,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,,,,,,,"""شکریہ، سینئر۔ میں نے اپنی بہترین کوششوں سے اس کو مکمل کیا ہ",,,,,,,"""شکریہ، سر! آپ کی رہنمائی نے مجھے بہت مدد کی ہے۔""",,,,,,,میں نے تمام ممکنہ جزائر پر فکر کیا اور معلومات کو مرتب کرتے ہु� اچھ,,,,,,,شکر ہوگا، میں نے اپنی بہترین کوششوں سے کام لیا ہے۔,,,,,,
174,بزرگ رشتہ دار,نوجوان,ایک خاندانی گفتگو میں بزرگ رشتہ دار نوجوان کی تعریف کر رہا ہے۔,تم تو کافی سمجھدار ہو گئے ہو۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,,,,,,,میری ذہانت کو اس طرح پتھر کا نہ بنائیں۔,,,,,,,"""شکریہ، آپ کی دعاؤں اور محبت کی بدولت ہی یہ ممکن ہوا ہے۔",,,,,,,جی، آپ کا کہنا بہت اچھا لگتا ہے، لیکن مجھے اپنی غلطیوں,,,,,,,"""شکریہ چچا، آپ کی دعاؤں کا اثر ہے۔""",,,,,,
175,دوست,دوست,دوست مذاق اور تعریف کے ملے جلے انداز میں بات کر رہا ہے۔,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,ہاہا، زیادہ مکھن نہ لگاؤ۔,,,,,,,یار، میری تیزی سے نظر نہیں آئی۔ کیا کچھ پیش کرنا چاہتے,,,,,,,"""شکریہ یار! تم بھی تو ہمیشہ کی طرح چمک رہے ہو، لگتا ہے آج تم نے بھی کوئی خاص چیز پہنی ہے!""",,,,,,,"""ایسا نہیں، بس اتنی دیر سے نکلی تھی۔""
Answer: ""بس اتنی دیر سے نکلی",,,,,,,"""جی، مجھے بھی لگی ہے! ابھی سے پچاس سال کی طرح لگتا ہوں!""",,,,,,
176,استاد,طالب علم,کلاس کے دوران استاد آپ کے جواب کی تعریف کر رہے ہیں۔,تم نے آج بہت اچھا جواب دیا۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,,,,,,,شکریہ، استاد جی! آپ کی رہنمائی نے میری مدد کی۔,,,,,,,شکر ہوگا، میں نے اپنی پوری کوشش سے کیا تھا۔,,,,,,,"""شکر ہے، استاد!"" (اسلام) [1]

[1] یہاں اسلام کا استعمال ہندوستان می�",,,,,,,شکریہ استاد، آپ کی توجہ میں بہت سخت کام کرتا رہتا ہوں۔,,,,,,
177,دوست,دوست,دوست آپ کی تعریف کر رہا ہے لیکن آپ تعریف کو قبول کرنے کے بجائے رد کر رہے ہیں۔,یار، تم تو بہت ذہین ہو۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,,,,,,,"""نہیں نہیں، یہ تو بس معمولی بات ہے، میں تو صرف اپنی زندگی سے سب",,,,,,,میری تعریف نہ سمجھی؟,,,,,,,"""نہیں یار، تم زیادہ اچھے ہو۔ میں تو بس کوشش کرتا ہوں۔""",,,,,,,"""تمہاری تعریف سن کر خوشی ہوتی ہے، لیکن میں نے ابھی تک اپنی پوری صلاحیت است",,,,,,
178,والد,بیٹا,والد آپ کی کامیابی کو سراہتے ہوئے اس سے مستقبل میں بھی اچھی کارکردگی کی توقع کر رہے ہیں۔,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,جی ابو، میں پوری کوشش کروں گا۔,,,,,,,"""جی ابو، میں پوری کوشش کروں گا کہ ہمیشہ اچھا کروں۔""",,,,,,,"""جی، بابا، مجھے خوشی ہوئی کہ آپ خوش ہیں، میں نے اپنی پوری ک",,,,,,,میری کامیابی کو سراہتے ہوئے میں بھی مستقبل میں اچھی کارکردگ,,,,,,,"""جی ہاں، مجھے امید ہے کہ میں اپنے اگلے امتحانات میں ب",,,,,,
179,کزن,کزن,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,,,,,,,"""تم نے بہت اچھا کام کیا۔ میں واقعی خوش ہوں کہ تم نے اس تقریب کو",,,,,,,"""جی بھائی، مجھے لگتا ہے کہ میں نے اپنی زندگی میں کوئی ایسا دن",,,,,,,"""شکریہ یار! تمہاری حمایت ہمیشہ میرے لیے خاص ہوتی ہے۔""",,,,,,,میری مادر نے مجھے اس طور پر تعریف کیا گیا ہے کہ میں محفل کی ج,,,,,,
180,ساتھی,ساتھی,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,آج کی پریزنٹیشن کافی متاثر کن تھی۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,,,,,,,"""شکر ہوے، لیکن مجھے لگتا ہے کہ آپ نے بہت سے نکات",,,,,,,میری پریazenшتن کو بہت چاہیے گا کہ ایک ذہنی طور پر پڑھائ,,,,,,,"""شکریہ، لیکن میں سمجھتا ہوں کہ کچھ جگہوں پر مزید بہتری کی گنجائش تھی۔""",,,,,,,"""مجھے یقین نہیں آ رہا کہ آپ مجھے ایسا کہنے پر مجبور کری",,,,,,
181,استاد,طالب علم,استاد آپ کی اسائنمنٹ دیر سے جمع ہونے کی نشاندہی کر رہے ہیں۔,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,,,,,,,اساتذہ صاحب، مجھے بہت معاف کریں، میری طرف سے کوئی غلطی تو نہیں ت,,,,,,,معاف کیجیے گا، استاد! مجھے کچھ ذاتی مسائل کا سامنا تھا جس کی وجہ سے میں وقت پر جمع نہیں کر سکا۔ میں کوشش کروں گا کہ آئندہ,,,,,,,"""میں معذرت چاہتا ہوں، میں نے اپنی اسائنمنٹ وقت پر جمع کر دی ہ",,,,,,,متأسف ہوں، میں نے اسائنمنٹ کو وقت پر نہیں جمع کیا۔ کیسے میں,,,,,,
182,افسر,ملازم,افسر آپ کی تیار کردہ رپورٹ میں موجود غلطی کی نشاندہی کر رہا ہے۔,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,,,,,,,"""جی، اس پر مجھے بتائیے کیا غلطی ہوئی؟ میں نے جتنی بھی دیکھا",,,,,,,"""معذرت خواہ ہوں، افسر صاحب۔ میں فوراً اس غلطی کو درست کر دیتا ہوں۔""",,,,,,,ملازمت کے لیے بہت بہترہ تیاری کرنے کی ضرورت ہے۔,,,,,,,"""میں اس پر غور کر رہا ہوں، سر.""

افسر:
""مجھے امید ہے کہ ی",,,,,,
183,والد,بیٹا,والد آپ کی ایک غلطی پر ناراضی کا اظہار کر رہے ہیں۔,میں نے تمہیں پہلے ہی سمجھایا تھا۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,,,,,,,"""جی ابو، مجھے معاف کر دیں۔ میں نے سوچا نہیں تھا کہ یہ اتنا برا ہوگا۔""",,,,,,,اب تک میں نے آپ کی دلچسپی میں نہیں پائی۔,,,,,,,"""میں جانتا ہوں، لیکن میں اسے یاد نہیں کر سکتا.""

والد:
""تم کو",,,,,,,"""اب بھی بتائیئے، والد جی، مجھے یاد نہیں آیا کیا کہا گیا تھا۔""",,,,,,
184,والدہ,بیٹی,والدہ آپ کے دیر سے گھر پہنچنے پر اپنی پریشانی کا اظہار کر رہی ہیں۔,میں تمہارا کب سے انتظار کر رہی تھی۔,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔,,,,,,,"""مجھے معاف کریں، میں کلاس کی تیاری میں مصروف تھی اور اس لیے دیر سے آئی",,,,,,,"""ماں، مجھے معاف کر دیں، ٹریفک میں بہت وقت لگا۔ میں آپ کو بتا دیتی، لیکن موبائل بھی بند ہو گیا تھا۔""",,,,,,,میں بھی والدین، صرف میں نے وقت کو طول دیہی تو۔,,,,,,,"""مینوں بھی لگتا تھا کہ واپس آجایا ہوں، لیکن میری دوستی نے",,,,,,
185,دوست,دوست,آپ کا دوست اس کام کا ذکر کر رہا ہے جو آپ اس کے لیے کرنا بھول گئے تھے۔,یار، تم میرا کام کرنا بھول گئے تھے۔,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔,,,,,,,"""اوہ، مجھے واقعی معاف کر دینا! میں نے اسے بھول جانے کی وجہ سے بہت افسوس ہوا۔ کیا میں ابھی کر سکتا ہوں؟""",,,,,,,میری کہانی بھی ہے، چند وقت سے میں نے اس کام کا ذکر نہیں کی,,,,,,,"""نہیں نہیں، میں تو یاد کرتا تھا، لیکن مجھے ابھی یاد نہی",,,,,,,"""کیا ہوا؟""
[Answer] ""تم نے میری یاد دہانی کو نظر انداز کر دیا تھی اور اب مجھ�",,,,,,
