ID,Topic,Power_Distance,Sensitivity,Register,User_Role,Model_Role,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational _Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational _Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational _Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational _Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
159,Asking for Permission,High,Neutral,Formal,بہو,ساس,گھریلو کام مکمل کرنے کے بعد آپ اپنی ساس سے آرام کرنے کی اجازت مانگ رہی ہیں۔,امی جان، اگر آپ کو کوئی اور کام نہیں تو میں تھوڑی دیر آرام کر لوں؟,ہاں بیٹا، ضرور، تم نے کافی کام کر لیا ہے اب کوئی کام نہیں، تم جا سکتی ہو۔,4,4,4,4,0,0,میں کافی آرام لیچی ہوں، بہو aunty، شکریہ کرتی ہوں۔,0,0,0,0,3,3,"""بیٹا، آرام کر لو، لیکن بس تھوڑی دیر کے لیے، پھر کچھ اور کام بھی ہیں جو کرنے ہیں۔""",4,3,4,2,1,0,"""جی بیٹی، آج تو میں بھی تھک گئی ہوں، چلو آرام کر لیں، مگر پانی",3,3,3,2,0,0,"""تمام!"" (فوری طور پر) ""لیکن صرف چند منٹ کے لئے."" (کچھ شرطیں شامل کریں)

[",1,1,1,1,2,0
160,Asking for Permission,Medium,Negative,Formal,جونیئر,سینئر,آپ دفتر میں ایک ضروری کام کے سلسلے میں سینئر سے ہدایت حاصل کرنا چاہتے ہیں۔,سر، کیا میں یہ فائل لے آؤں؟,فی الحال نہیں، میں آپ کو بتا دوں گا کب لانی ہے۔,3,4,4,4,0,0,"""جی ہاں، اسے میرے ڈیسک پر رکھ دیں اور مجھے بتائیں ک�",1,1,1,1,1,1,"""جی ہاں، فائل لے آئیں اور اس پر نظر ڈالیں، پھر مجھے بتائیں کہ کیا مزید معلومات کی ضرورت ہے۔""",2,2,3,1,1,1,بلے، آپ کو اس فائل لے آؤں کے بعد نظر دیں۔ میری توجہ کے ذرعے ہے,0,0,0,0,3,3,"""جی، لیکن پہلے اس کی رپورٹ تیار کرکے آنا، اور یہ دیکھنا کہ و�",2,2,2,1,0,0
161,Asking for Permission,Low,Negative,Informal,دوست,دوست,آپ کا دوست اجازت لینے کے بجائے تقریباً فیصلہ سنا رہا ہے اور صرف رسمی منظوری مانگ رہا ہے۔,یار، میں تمہارا فون لے رہا ہوں، ٹھیک ہے؟,ٹھیک ہے یار، لیکن جلد واپس کر دینا۔,4,4,4,4,0,0,"""جی، ٹھیک ہے، کیا ہوا؟""",1,1,1,1,1,0,"""ارے، یار! تمہیں تو پتہ ہے کہ میں اپنا فون نہیں دے سکتا، لیکن اگر ضرورت ہے تو ہم کچھ اور سوچ سکتے ہیں۔""",4,4,4,3,0,0,"""جی ہاں، یقیناً!"" (فون لے کر چلے جاتے)",2,2,2,1,1,0,میری طرف سے بھی کچھ فیصلہ نہیں سنا، صرف رسمی منظوری مانگ رہا,0,0,0,0,3,2
162,Asking for Permission,High,Negative,Formal,بیٹا,والد,آپ پہلے بھی باہر جانے کی اجازت مانگ چکے ہیں اور والد کے انکار کے باوجود دوبارہ اصرار کر رہے ہیں۔,ابو، پلیز، ایک بار جانے دیں۔,اچھا، اگر اتنا ضروری ہے تو چلے جاؤ، لیکن جلد واپس آ جانا۔,4,3,4,4,0,0,"""نہیں بیٹا، ابھی تو تمھارے امتحانات ہیں، وہاں سے پاس",1,1,1,1,3,2,"""تمہاری عمر ابھی بہت کم ہے۔ تمہیں اپنے دوستوں کے سات",1,1,1,1,3,2,"""بیٹا، میں نے پہلے ہی کہا ہے کہ ابھی تمہیں باہر جانے کی اجازت نہیں دے سکتا۔ تمہاری تعلیم اور صحت زیادہ اہم ہیں۔""",4,4,4,4,0,0,ابو تیری مہم نہیں ہے، آپ کی طرف سے میری اجازت لنی چاہئیں,0,0,0,0,3,3
163,Asking for Permission,High,Negative,Formal,طالب علم,استاد,کلاس کے دوران آپ استاد سے وقت سے پہلے رخصت ہونے کی اجازت طلب کر رہے ہیں۔,سر، مجھے ایک ضروری کام ہے، کیا میں آج تھوڑا پہلے جا سکتا ہوں؟,لیکچر ختم ہونے میں زیادہ وقت نہیں، بہتر ہے انتظار کر لو۔,4,4,4,4,0,0,"""مجھے افسوس ہے، لیکن کلاس جاری رہنے تک آپ کو نہیں جانے دیا جا",3,3,3,3,1,0,جی بالکل، آپ جا سکتے ہیں، لیکن براہ کرم کلاس کے نوٹس لے لیں اور باقی طلبہ کو بھی مطلع کر دیں۔,2,2,2,2,1,1,دستے سے جاؤ، لیکن پہلے کچھ کام کرنا چاہئے۔,1,1,1,1,2,1,"""کیا یہ ضرورت بہت اہم ہے؟ اس کے بعد کے حصے پر ہماری بحث شروع",2,2,2,2,1,0
164,Asking for Permission,Low,Positive,Informal,کزن,کزن,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,4,4,4,4,0,0,"""کیوں نہیں! تمہیں ساتھ لے جانا تو بہت اچھا رہے گا۔ چلیں، مزہ آئے گا!""",2,2,2,2,0,0,میں بھی آسانی سے مل جائیںگی، یار۔,0,0,0,0,3,2,"""مجھے یقین ہے کہ تمہاری موجودگی میری خوشی کو مزید بڑھائے گی!"" (جو",3,3,4,2,0,0,"""جی، یار! مجھے لذت ہوگی کہ تم میرے ساتھ جاؤ گے، بس کچھ",2,2,2,1,1,0
165,Asking for Permission,High,Negative,Formal,نوجوان,بزرگ رشتہ دار,آپ گھر سے باہر جانے سے پہلے اپنے بزرگ رشتہ دار سے اجازت طلب کررہے ہیں۔,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,4,3,4,4,0,0,"""جی، آپ کوئی مسئلہ کیوں محسوس کریں گے؟"" (اسلام)",1,1,1,0,2,2,جی چچا، میں بس تھوڑی دیر کے لیے جا رہا ہوں۔ آپ کی دعاوں کی ضرورت ہے۔,0,0,0,0,1,2,میری مادر سے اجازت لاؤں گے۔,0,0,0,0,3,3,جی، آپ جائیں تو کیا ہوا، مگر والدین سے بات لے لو اور ان کو بتایا کرو کہ می,4,4,4,2,0,0
166,Accepting & Rejecting Compliments,Low,Positive,Informal,دوست,دوست,آپ کا دوست آپ کی کامیابی پر تعریف اور حوصلہ افزائی کر رہا ہے۔,یار، تم نے کمال کام کیا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,4,4,4,4,0,0,"""شکریہ! تمہاری حمایت ہمیشہ میرے لیے اہم رہی ہے۔""",3,2,2,2,0,0,"""تیری مدد سے تو میں نے یہ کامیابی حاصل کی ہے، لیکن تیری بھرپور مدد",2,2,2,2,1,0,"""تمہاری محنت رنگ لائی ہے۔""
[Answer] تمہاری محنت رنگ لائی ہے۔
'''
#",0,0,0,0,3,2,تیری کامیابی میرے لئے بہت خوشی آتی ہے۔ میں تیرے سانچے سے ب,1,1,1,0,2,2
167,Accepting & Rejecting Compliments,Low,Neutral,Informal,دوست,دوست,آپ کا دوست ہلکے پھلکے انداز میں آپ کی تعریف کر رہا ہے۔,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,4,4,4,4,0,0,"""تمہاری بات سے مجھے سکون ملا ہے۔ تم نے اس وقت کو بہترین طریقے س�",1,1,2,1,1,1,"""شکریہ یار! تمہاری تعریف ہمیشہ دل کو خوش کر دیتی ہے۔""",2,2,2,1,0,0,میری میور یار، اس طرح کی امتیازات نہیں چاہئے۔,0,0,0,0,2,2,"""جی، مجھے لگتا ہے کہ ابھی تو میرے دماغ میں کوئی خاص چیز چلا کرتی",1,1,1,0,1,1
168,Accepting & Rejecting Compliments,Medium,Positive,Formal,استاد,طالب علم,استاد کلاس میں آپ کی کارکردگی کو سراہ رہے ہیں۔,تمہاری پریزنٹیشن بہت اچھی تھی۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,4,4,4,4,0,0,شکر ہوگا، اس کے لیے مجھے خوشی ہوئی کہ آپ نے میرے کام کو,2,2,2,2,0,0,شکریہ سر، آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔,4,3,4,3,0,0,"""شکریہ، استاد صاحب!"" (اسلام) [1]

[1] یہاں اسلام کا استعمال کرنے والوں ک�",2,2,2,2,0,0,شکریہ، استاد جانتا ہوں کہ تم مجھے کام کی قدردانی کرتے ہیں۔,2,1,2,1,1,2
169,Accepting & Rejecting Compliments,High,Positive,Formal,والد,بیٹا,والد آپ کی محنت اور ذمہ داری کی تعریف کر رہے ہیں۔,آج تم نے بہت اچھا کام کیا ہے۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,4,4,4,4,0,0,"""شکریہ ابو، آپ کی دعاؤں کا اثر ہے۔""",4,4,4,4,0,0,بات کر سکتا ہوں، مرا بھی محنت کرتا رہتا ہوں۔,0,0,0,0,1,1,"""شکر ہو، بابا! میں نے اپنی تعلیم کے لیے کافی مشقت کرتا تھا۔""",2,2,2,1,0,0,"""شکر ہے، بابا!"" 

[Answer] ""شکر ہے، بابا!"" <<Answer>>Answer
#### 2.0.1",1,2,3,1,2,0
170,Accepting & Rejecting Compliments,High,Positive,Informal,والدہ,بیٹی,والدہ آپ کی کھانا پکانے کی تعریف کر رہی ہیں۔,آج تو کھانے کا ذائقہ ہی الگ تھا۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,4,4,4,4,0,0,"""شکریہ ماں! آپ کی دعاؤں کا اثر ہے، اور آپ کی رہنمائی بھی ہمیشہ مدد کرتی ہے۔""",2,2,2,2,0,0,"""جی، میں نے بہت محنت سے کچن میں کام کیا اور اپنی ماں کو خوش کرنے",2,1,2,1,1,1,"""شکر ہے، میں نے بہت محنت کی تھی۔"" (Answer)
'''
Answer: ""شکر ہ",2,1,2,2,0,0,میری مادر، آج کی کھانے کا ذائقہ واقعاً بہت خوش تھा۔ شکریہ کرتی,0,0,0,0,3,3
171,Accepting & Rejecting Compliments,Low,Neutral,Informal,کزن,کزن,کزن مذاق اور محبت بھرے انداز میں تعریف کر رہا ہے۔,آج تو بڑے اسٹائل میں لگ رہے ہو۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,4,4,4,4,0,0,"""شکریہ یار! تمہاری تعریف تو ہمیشہ دل کو خوش کر دیتی ہے۔""",2,2,2,2,0,0,"""جی، مجھے یقین ہے کہ آپ کو بھی دیکھ کر خوشی ہوئی ہوگی!",1,1,1,0,1,1,"""آپ کی شادی کی تقریب میں آپ نے جو لباس پہنا، یہ واقعی خوبصورت تھا!"" (کزن کو ایک",0,0,0,0,2,2,میری نئی فارمیشن سب کو اچھی طرح لائی گی۔,0,0,0,0,3,3
172,Accepting & Rejecting Compliments,Low,Negative,Informal,دوست,دوست,آپ کا دوست آپ کی کسی کامیابی پر مبالغہ آمیز تعریف کر رہا ہے۔,یار، تم نے تو کمال کر دیا۔,پتا ہے یار، میں نے کافی محنت کی تھی۔,4,4,4,4,0,0,تیری کامیابی سے بہت خوشی اور فخر ہے۔,0,0,0,0,3,3,"""تم نے بہت اچھا کام کیا۔ میں واقعی فخر محسوس کر رہا ہوں ک�",0,0,0,0,3,3,"""شکریہ یار، تمہاری حمایت نے مجھے بہت حوصلہ دیا!""",3,3,4,2,0,0,"""جی بھائی، مجھے لگتا ہے کہ میں نے اپنی زندگی میں کبھی یہ",1,1,1,0,1,1
173,Accepting & Rejecting Compliments,High,Neutral,Formal,سینئر,جونیئر,سینئر ایک دفتری رپورٹ کا جائزہ لینے کے بعد آپ کی کارکردگی کی تعریف کر رہا ہے۔,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,4,4,4,4,0,0,"""شکریہ، سینئر۔ میں نے اپنی بہترین کوششوں سے اس کو مکمل کیا ہ",2,2,2,2,0,0,"""شکریہ، سر! آپ کی رہنمائی نے مجھے بہت مدد کی ہے۔""",4,4,4,3,0,0,میں نے تمام ممکنہ جزائر پر فکر کیا اور معلومات کو مرتب کرتے ہु� اچھ,0,0,0,0,3,3,شکر ہوگا، میں نے اپنی بہترین کوششوں سے کام لیا ہے۔,2,2,2,2,1,0
174,Accepting & Rejecting Compliments,High,Positive,Formal,بزرگ رشتہ دار,نوجوان,ایک خاندانی گفتگو میں بزرگ رشتہ دار نوجوان کی تعریف کر رہا ہے۔,تم تو کافی سمجھدار ہو گئے ہو۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,4,4,4,4,0,0,میری ذہانت کو اس طرح پتھر کا نہ بنائیں۔,0,0,0,0,3,3,"""شکریہ، آپ کی دعاؤں اور محبت کی بدولت ہی یہ ممکن ہوا ہے۔",4,4,4,3,0,0,جی، آپ کا کہنا بہت اچھا لگتا ہے، لیکن مجھے اپنی غلطیوں,2,2,2,2,1,0,"""شکریہ چچا، آپ کی دعاؤں کا اثر ہے۔""",4,4,4,2,0,1
175,Accepting & Rejecting Compliments,Low,Neutral,Informal,دوست,دوست,دوست مذاق اور تعریف کے ملے جلے انداز میں بات کر رہا ہے۔,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,ہاہا، زیادہ مکھن نہ لگاؤ۔,4,4,4,4,0,0,یار، میری تیزی سے نظر نہیں آئی۔ کیا کچھ پیش کرنا چاہتے,0,0,0,0,2,2,"""شکریہ یار! تم بھی تو ہمیشہ کی طرح چمک رہے ہو، لگتا ہے آج تم نے بھی کوئی خاص چیز پہنی ہے!""",3,2,3,2,0,0,"""ایسا نہیں، بس اتنی دیر سے نکلی تھی۔""
Answer: ""بس اتنی دیر سے نکلی",1,1,1,0,1,1,"""جی، مجھے بھی لگی ہے! ابھی سے پچاس سال کی طرح لگتا ہوں!""",1,1,1,0,1,1
176,Accepting & Rejecting Compliments,Medium,Neutral,Formal,استاد,طالب علم,کلاس کے دوران استاد آپ کے جواب کی تعریف کر رہے ہیں۔,تم نے آج بہت اچھا جواب دیا۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,4,4,4,4,0,0,شکریہ، استاد جی! آپ کی رہنمائی نے میری مدد کی۔,4,4,4,3,0,0,شکر ہوگا، میں نے اپنی پوری کوشش سے کیا تھا۔,2,2,2,2,1,0,"""شکر ہے، استاد!"" (اسلام) [1]

[1] یہاں اسلام کا استعمال ہندوستان می�",2,2,2,1,0,0,شکریہ استاد، آپ کی توجہ میں بہت سخت کام کرتا رہتا ہوں۔,2,1,2,1,1,1
177,Accepting & Rejecting Compliments,Low,Negative,Informal,دوست,دوست,دوست آپ کی تعریف کر رہا ہے لیکن آپ تعریف کو قبول کرنے کے بجائے رد کر رہے ہیں۔,یار، تم تو بہت ذہین ہو۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,4,4,4,4,0,0,"""نہیں نہیں، یہ تو بس معمولی بات ہے، میں تو صرف اپنی زندگی سے سب",2,2,2,2,1,0,میری تعریف نہ سمجھی؟,0,0,0,0,3,3,"""نہیں یار، تم زیادہ اچھے ہو۔ میں تو بس کوشش کرتا ہوں۔""",4,4,4,3,0,0,"""تمہاری تعریف سن کر خوشی ہوتی ہے، لیکن میں نے ابھی تک اپنی پوری صلاحیت است",3,3,3,1,0,0
178,Accepting & Rejecting Compliments,High,Negative,Formal,والد,بیٹا,والد آپ کی کامیابی کو سراہتے ہوئے اس سے مستقبل میں بھی اچھی کارکردگی کی توقع کر رہے ہیں۔,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,جی ابو، میں پوری کوشش کروں گا۔,4,4,4,4,0,0,"""جی ابو، میں پوری کوشش کروں گا کہ ہمیشہ اچھا کروں۔""",4,4,4,4,0,0,"""جی، بابا، مجھے خوشی ہوئی کہ آپ خوش ہیں، میں نے اپنی پوری ک",4,3,4,2,0,0,میری کامیابی کو سراہتے ہوئے میں بھی مستقبل میں اچھی کارکردگ,0,0,0,0,3,3,"""جی ہاں، مجھے امید ہے کہ میں اپنے اگلے امتحانات میں ب",3,2,3,2,0,0
179,Accepting & Rejecting Compliments,Low,Negative,Informal,کزن,کزن,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,4,3,4,4,0,0,"""تم نے بہت اچھا کام کیا۔ میں واقعی خوش ہوں کہ تم نے اس تقریب کو",0,0,0,0,3,3,"""جی بھائی، مجھے لگتا ہے کہ میں نے اپنی زندگی میں کوئی ایسا دن",1,1,1,0,1,1,"""شکریہ یار! تمہاری حمایت ہمیشہ میرے لیے خاص ہوتی ہے۔""",2,2,3,2,0,0,میری مادر نے مجھے اس طور پر تعریف کیا گیا ہے کہ میں محفل کی ج,0,0,0,0,3,3
180,Accepting & Rejecting Compliments,Medium,Negative,Formal,ساتھی,ساتھی,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,آج کی پریزنٹیشن کافی متاثر کن تھی۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,3,4,4,4,0,0,"""شکر ہوے، لیکن مجھے لگتا ہے کہ آپ نے بہت سے نکات",2,2,2,2,1,0,میری پریazenшتن کو بہت چاہیے گا کہ ایک ذہنی طور پر پڑھائ,0,0,0,0,3,3,"""شکریہ، لیکن میں سمجھتا ہوں کہ کچھ جگہوں پر مزید بہتری کی گنجائش تھی۔""",4,4,4,4,0,0,"""مجھے یقین نہیں آ رہا کہ آپ مجھے ایسا کہنے پر مجبور کری",0,0,0,0,3,3
