ID,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
164,آپ اپنے کزن سے ساتھ جانے کی اجازت دوستانہ انداز میں مانگ رہے ہیں۔,یار، اگر مسئلہ نہ ہو تو میں بھی ساتھ چلوں؟,ارے، کوئی مسئلہ نہیں، چلو ساتھ چلتے ہیں۔,,,,,,,"""بالکل، کیوں نہیں! تمہیں ساتھ لے کر چلنے میں خوشی ہوگی۔""",,,,,,,"""بہت اچھا! مجھے خوشی ہے کہ آپ ساتھ آنا چاہتے ہ",,,,,,,حتماً، میری صدای کیا گیا ہے۔,,,,,,,"""جی ضرور، یار! مجھے تو لذت ہوگی کہ آپ میرے ساتھ جائیں گے�",,,,,,
165,آپ گھر سے باہر جانے سے پہلے اپنے بزرگ رشتہ دار سے اجازت طلب کررہے ہیں۔,کیا میں دوستوں کے ساتھ باہر جا سکتا ہوں؟,ابھی نہیں، پہلے اپنا کام مکمل کرو، پھر جا سکتے ہو۔,,,,,,,"""جی، آپ جاسکتے ہیں، لیکن ایک ساعت کے اندر واپس آئیے اور اپنی",,,,,,,"""جی ہاں، لیکن جلدی واپس آنا۔""",,,,,,,"Answer: ""جی، آپ جا سکتے ہیں۔ بس وقت اور جگہ کی پرواہ کریں۔""",,,,,,,بلکہ، لطفی کرتے ہوئے اپنے بزرگ رشتہ دار سے اجازت لیں۔,,,,,,
166,آپ کا دوست آپ کی کامیابی پر تعریف اور حوصلہ افزائی کر رہا ہے۔,یار، تم نے کمال کام کیا ہے۔,شکریہ یار، بس تمہاری دعاؤں کا نتیجہ ہے، کوشش جاری ہے۔,,,,,,,"""شکر ہوے اللہ! میں تو صرف اپنی محنت اور مشق سے یہ حاصل کرسکا ہو",,,,,,,میری خواہش ہے کہ تم کی کامیابی مکمل ہو جاسکے۔,,,,,,,شکریہ! تمہاری حمایت میرے لیے بہت اہم ہے۔,,,,,,,"'''
Your friend is praising and encouraging your success.",,,,,,
167,آپ کا دوست ہلکے پھلکے انداز میں آپ کی تعریف کر رہا ہے۔,یار، آج تو بڑے ہی سمارٹ لگ رہے ہو۔,ارے چھوڑ یار، اتنی بھی تعریف نہ کرو۔,,,,,,,دوسرا نہیں چاہتا کہ میرا ذہن کمیں بن جائے۔,,,,,,,"'''
Your friend is praising you in a light-hearted manner.",,,,,,,"""ہاں، مجھے یقین ہے کہ میں اس وقت بہت اچھا محسوس کر ر",,,,,,,"""شکریہ یار! تمہاری تعریف ہمیشہ خوشی دیتی ہے۔""",,,,,,
168,استاد کلاس میں آپ کی کارکردگی کو سراہ رہے ہیں۔,تمہاری پریزنٹیشن بہت اچھی تھی۔,بہت شکریہ سر، ابھی بھی بہت کچھ سیکھنا باقی ہے۔,,,,,,,شکریہ، استاد نے مجھے زیادہ توانائی بنانے کیلئے کافی فرمایشیں د,,,,,,,شکر ہوے، اس کے لئے مجھے خوشی ہوئی کہ میرے کام کو اچھ,,,,,,,شکریہ استاد، آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔,,,,,,,''',,,,,,
169,والد آپ کی محنت اور ذمہ داری کی تعریف کر رہے ہیں۔,آج تم نے بہت اچھا کام کیا ہے۔,بہت شکریہ ابو، آپ کی دعاوں کا نتیجہ ہے۔,,,,,,,والد کی محنت سے مطابق تم نے بہت خوبصورت کام کیا ہے۔,,,,,,,شکریہ والد، آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔,,,,,,,شکر ہوے، آپ کی تعریفیں میرے لیۓ ایک بہت بڑی خوشی ہے,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,
170,والدہ آپ کی کھانا پکانے کی تعریف کر رہی ہیں۔,آج تو کھانے کا ذائقہ ہی الگ تھا۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔,,,,,,,"""شکریہ ماں، آپ کی تعریف میرے لیے بہت اہم ہے!""",,,,,,,"""جی، میں نے بہت کوشش کی تھی کہ وہ کچھ اور مختلف ہو جائے",,,,,,,والدین نے آج کھانے کا ذائقہ بتایا جس کا انتظار نہیں تھا۔,,,,,,,"'''
# generate a random number between 1 and 10
import random
random_number = random.randint(1, 10)

# generate a sentence based on the random number
if random_number",,,,,,
171,کزن مذاق اور محبت بھرے انداز میں تعریف کر رہا ہے۔,آج تو بڑے اسٹائل میں لگ رہے ہو۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔,,,,,,,"""شکریہ! تمہاری تعریف ہمیشہ دل کو خوش کر دیتی ہے۔""",,,,,,,"''You look great today.''
''آپ نے آج خوبصورت لباس پہنا ہے۔''
''آج آپ کیسی نظر آ ر",,,,,,,ایک بار پھر آپ کا استعمال کچھ بہت زیادہ ہے۔,,,,,,,"""ارے، کیا کیا ہوا؟ مجھے تو پتہ نہیں کہ کیا ہو گیا",,,,,,
172,آپ کا دوست آپ کی کسی کامیابی پر مبالغہ آمیز تعریف کر رہا ہے۔,یار، تم نے تو کمال کر دیا۔,پتا ہے یار، میں نے کافی محنت کی تھی۔,,,,,,,"""شکریہ دوست، تمہاری حمایت ہمیشہ میرے لیے اہم رہی ہے!""",,,,,,,تیری کامیابی سب کی میں نے بھی مزاحیت سے پادھ لی۔,,,,,,,"""نہیں نہیں، مجھے بس یہ کافی ہے کہ میں اپنی کوششو",,,,,,,"'''
Your friend is praising your success extravagantly. 
Output: ""Yar, tu ne to kamaal kr diya.""
'''",,,,,,
173,سینئر ایک دفتری رپورٹ کا جائزہ لینے کے بعد آپ کی کارکردگی کی تعریف کر رہا ہے۔,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔,,,,,,,میری کارکردگی میں بہت سخت کام کیا گیا ہے۔,,,,,,,''',,,,,,,شکریہ! آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔,,,,,,,آپ کی بھرمت میں، مجھے یقین ہے کہ اس رپورٹ کو مزید بہتر بنان,,,,,,
174,ایک خاندانی گفتگو میں بزرگ رشتہ دار نوجوان کی تعریف کر رہا ہے۔,تم تو کافی سمجھدار ہو گئے ہو۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔,,,,,,,بس اسے کچھ زمانے کے بعد دیکھ لیں، پھر بتائیں جانتے ہیں کہ وہ ک,,,,,,,"""شکریہ، آپ کی دعاوں کا اثر ہے۔""",,,,,,,"'''
A family conversation where an elder relative is praising the young person.",,,,,,,"""کیا یہ آپ کے لئے ایک فخر ہے؟""",,,,,,
175,دوست مذاق اور تعریف کے ملے جلے انداز میں بات کر رہا ہے۔,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,ہاہا، زیادہ مکھن نہ لگاؤ۔,,,,,,,"''Friend, he is talking in a blend of humor and praise.''
'''
""Yar, aaj to badee stylish lage hain.""'''",,,,,,,میری مذاق کی نظر کچھ بہت زیادہ ہے۔,,,,,,,"""شکریہ یار! تیرا مذاق بھی کمال کا ہے، لگتا ہے آج تو تمہاری آنکھوں میں کچھ خاص ہے!""",,,,,,,"""جی، مجھے تو یہ بھی لگی ہے کہ آج میرے پاس کوئی خاص چیز نہی",,,,,,
176,کلاس کے دوران استاد آپ کے جواب کی تعریف کر رہے ہیں۔,تم نے آج بہت اچھا جواب دیا۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,استاد نے میرے جواب کی تعریف کرنے لگے۔,,,,,,,"""شکریہ استاد، آپ کی تعریف میرے لیے بہت معنی رکھتی ہے۔""",,,,,,,آپ کی بات بہت پیارہ لگی، میں نے اپنی پوری کوشش سے اس پر کام کیا تھا�,,,,,,
177,دوست آپ کی تعریف کر رہا ہے لیکن آپ تعریف کو قبول کرنے کے بجائے رد کر رہے ہیں۔,یار، تم تو بہت ذہین ہو۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔,,,,,,,میری تعریف سے خوشی ہے، لیکن میں نے اسے بتایا تھا کہ مجھے ا,,,,,,,"""نہیں یار، تم زیادہ اچھے ہو۔ میں تو بس کوشش کرتا ہوں۔""",,,,,,,"""نہیں نہیں، مجھے یہ سمجھ میں نہیں آتی کہ کیا",,,,,,,"''Yes, you are very intelligent.''
'''
''مجھے یقین نہیں آ رہا کہ میں واقعی اتنا ذ�",,,,,,
178,والد آپ کی کامیابی کو سراہتے ہوئے اس سے مستقبل میں بھی اچھی کارکردگی کی توقع کر رہے ہیں۔,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,جی ابو، میں پوری کوشش کروں گا۔,,,,,,,والد کی انتظروں کو حفظ کرتے ہु� میری کامیابی کا مسلک پر مداومہ,,,,,,,"""جی، والد جان، میرے لیے یہ ایک بڑا موڈ لینے والا موقع ہے۔ می",,,,,,,جی والد، میں اپنی پوری کوشش کروں گا کہ آئندہ بھی اسی طرح اچھی کارکردگی دکھاؤں۔,,,,,,,,,,,,,
179,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔,,,,,,,"'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''
'''",,,,,,,"""کیا کیا ہوا؟ مجھے تو صرف اپنی بہن کی شادی میں شرکت کرنا تھی۔""",,,,,,,میری مادر نے اس طرح تعریف کی ہے کہ آج تو تم محفل کی جان بنے ہوئے ت,,,,,,,شکریہ! تمہاری تعریف سن کر بہت خوشی ہوئی۔ تمہاری موجودگی نے بھی محفل کو خاص بنا دیا تھا۔,,,,,,
180,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,آج کی پریزنٹیشن کافی متاثر کن تھی۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔,,,,,,,"""شکر ہوے، مجھے خوشی ہوئی کہ آپ کو یہ پسند آئی۔ لیکن مجھ",,,,,,,میری پریazenطن کی وضاحت کی جس کے بارے میں آپ نے بتایا ہے، ان میں,,,,,,,شکریہ، لیکن میں سمجھتا ہوں کہ کچھ جگہوں پر مزید بہتری کی گنجائش ہے۔,,,,,,,"'''
Answer: ""آج کی پریزنٹیشن کافی متاثر کن تھی۔""",,,,,,
181,استاد آپ کی اسائنمنٹ دیر سے جمع ہونے کی نشاندہی کر رہے ہیں۔,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔,,,,,,,,,,,,,,معاف کیجیے گا استاد، مجھے کچھ ذاتی مسائل کا سامنا تھا جس کی وجہ سے میں وقت پر اسائنمنٹ جمع نہیں کر سکا۔ میں جلد ہی اسے مکمل کر کے,,,,,,,آپ کو کیا ہوا؟ مجھے لگتا تھا کہ میں نے اسائنمنٹ وقت پر دی ہ,,,,,,,اسائنمنٹ کا تارمیز کر لیں، میں نے آپ کو قبلاً ایک خبرہ بھی د,,,,,,
182,افسر آپ کی تیار کردہ رپورٹ میں موجود غلطی کی نشاندہی کر رہا ہے۔,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔,,,,,,,,,,,,,,اس رپورٹ میں کچھ مشق کی جانے پر بہت خوبصورت نظر آنا چاہئے۔,,,,,,,آپ کی رپورٹ میں ایک اہم غلطی رہ گئی ہے، جس پر مجھے توج,,,,,,,"""میں معذرت خواہ ہوں، میں اسے فوراً درست کر دیتا ہوں۔""",,,,,,
183,والد آپ کی ایک غلطی پر ناراضی کا اظہار کر رہے ہیں۔,میں نے تمہیں پہلے ہی سمجھایا تھا۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔,,,,,,,والد آپ کی خواہشوں کو مفہوم کرتے ہیں، لیکن میں نے تمہیں ب,,,,,,,"""کیوں، تو میں نے کیا سمجھا؟""",,,,,,,"""جی والد صاحب، مجھے اپنی غلطی کا احساس ہے۔ میں وعدہ کرتا ہوں کہ آئندہ احتیاط کروں گا۔""",,,,,,,"'''
The father is expressing his anger over your mistake.",,,,,,
184,والدہ آپ کے دیر سے گھر پہنچنے پر اپنی پریشانی کا اظہار کر رہی ہیں۔,میں تمہارا کب سے انتظار کر رہی تھی۔,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔,,,,,,,"""ماں، مجھے معاف کر دیں، ٹریفک میں بہت وقت لگا۔""",,,,,,,میں آپ کو دیر سے منتظر کرتی رہی تھی۔,,,,,,,"'''
The mother is expressing her concern about your late return home.",,,,,,,"""میں معاف کیجئے، میری کار میں ٹائر خراب ہو گیا تھا اور میں نے",,,,,,
185,آپ کا دوست اس کام کا ذکر کر رہا ہے جو آپ اس کے لیے کرنا بھول گئے تھے۔,یار، تم میرا کام کرنا بھول گئے تھے۔,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔,,,,,,,"[The friend is talking about an assignment you forgot to do.]
'''
وہاں نہیں، میں نے یہ کام کیا",,,,,,,میں نے اس کام کو بھول گیا تھا، صرف تیزی سے میں انہیں کر د,,,,,,,"""اوہ، مجھے واقعی معاف کرنا، میں بھول گیا تھا۔ میں فوراً کر دیتا ہوں!""",,,,,,,نہیں یار، میں نے تو یاد کیا ہوگا؟ کیا مجھے بتاؤ کہ کیا,,,,,,
186,آپ کا دوست تاخیر کی وجہ سے اپنی ناراضی کا اظہار کر رہا ہے۔,یار، تمہاری وجہ سے مجھے کافی دیر انتظار کرنا پڑا۔,معاف کرنا یار، میری وجہ سے دیر ہوئی، لیکن راستے میں بہت ٹریفک تھی۔,,,,,,,"""میں مافوقالعادہ طور پر آسکتا تھا کہ تم یہاں آج تک نہیں آئ",,,,,,,"""مجھے بہت افسوس ہے، واقعی میں معذرت چاہتا ہوں۔ اگلی بار وقت پر پہنچنے کی کوشش کروں گا۔""",,,,,,,"'''
The friend is expressing his anger due to delay.",,,,,,,میں نے آپ کی تاخیر سے بہت ناراض ہونا پڑا۔,,,,,,
187,آپ اپنے سینئر کے سخت رویے پر ناراضی کا اظہار کر رہے ہیں۔,سر، آپ نے سب کے سامنے مجھ سے بہت سخت لہجے میں بات کی تھی۔,اگر میری بات سے آپ کو برا لگا ہو تو میں معذرت چاہتا ہوں، میرا مقصد صرف کام کی نشاندہی کرنا تھا۔,,,,,,,میرے سلسلے کے ذریعے آپ نے مجھ سے بہت سخت لوگوں کے مانش کی بنای,,,,,,,"'''
You are expressing your dissatisfaction with your senior's harsh demeanor.

""Sir, you addressed me in a very tough tone in front of everyone.""
'''",,,,,,,"""میں نے تو صرف اپنی بات کا اظہار کیا تھا، لیکن آپ کو یہ سمجھ نہیں",,,,,,,"""میں سمجھتا ہوں کہ آپ کا مقصد میری بہتری ہے، لیکن براہ کرم آئندہ اس طرح بات نہ کریں۔""",,,,,,
188,سینئر آپ کے کام میں موجود خامی کی طرف توجہ دلا رہا ہے۔,آپ نے یہ کام ہدایات کے مطابق مکمل نہیں کیا۔,معذرت سر، مجھ سے غلطی ہو گئی، میں اسے فوراً درست کر دیتا ہوں۔,,,,,,,,,,,,,,"""میں معذرت خواہ ہوں، میں دوبارہ چیک کر کے اسے درست کر دوں گا۔""",,,,,,,مگر مجھے لگتا ہے کہ وہاں ایک بہت بڑا فرق تھا، ج,,,,,,,میری توجہ کافی نہیں ڈال پائی، میں اسے بہت زیادہ کوچنے لگ,,,,,,
