Language,Topic,User Role,Model Role,Power Distance,Register,Pragmatic Genre,Sensitivity,User Utterance,Context,Candidates
Urdu,Accepting & Rejecting Compliments,والدہ,بیٹی,High,Informal,Affectionate acceptance,Positive,آج تو کھانے کا ذائقہ ہی الگ تھا۔,والدہ آپ کی کھانا پکانے کی تعریف کر رہی ہیں۔,شکریہ امی، آپ کو پسند آیا تو میری محنت وصول ہو گئی۔
,,,,,,,,,,امی، اگر آپ کو پسند آیا تو اچھی بات ہے، مجھے خود ذائقہ کچھ خاص نہیں لگا۔
,,,,,,,,,,امی، اچھا لگا کہ آپ کو پسند آیا، لیکن اگلی بار میں شاید اتنی محنت نہ کروں۔
Urdu,Accepting & Rejecting Compliments,کزن,کزن,Low,Informal,Light rejection,Neutral,آج تو بڑے اسٹائل میں لگ رہے ہو۔,کزن مذاق اور محبت بھرے انداز میں تعریف کر رہا ہے۔,ہاہا، تم بھی نا، بڑھا چڑھا کر بات کرتے ہو۔
,,,,,,,,,,مجھے نہیں لگتا آج میں کوئی خاص اسٹائل میں ہوں۔
,,,,,,,,,,تمہیں اگر اچھا لگ رہا ہے تو ٹھیک ہے، لیکن مجھے تو یہ لباس کچھ خاص نہیں لگ رہا۔
Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Over-acceptance,Negative,یار، تم نے تو کمال کر دیا۔,آپ کا دوست آپ کی کسی کامیابی پر مبالغہ آمیز تعریف کر رہا ہے۔,پتا ہے یار، میں نے کافی محنت کی تھی۔
,,,,,,,,,,میں نے تو ہمیشہ ہی اچھا کام کیا ہے، اس میں نئی بات کیا ہے۔
,,,,,,,,,,یہ تو میرے لیے عام سی بات ہے، میں اس سے بھی بہتر کر سکتا ہوں۔
Urdu,Accepting & Rejecting Compliments,سینئر,جونیئر,High,Formal,Measured acceptance,Neutral,یہ رپورٹ تم نے کافی اچھی تیار کی ہے۔,سینئر ایک دفتری رپورٹ کا جائزہ لینے کے بعد آپ کی کارکردگی کی تعریف کر رہا ہے۔,شکریہ، خوشی ہے کہ رپورٹ آپ کی توقعات پر پوری اتری۔
,,,,,,,,,,رپورٹ تو میں نے اپنی طرف سے بہترین تیار کی ہے، اس میں زیادہ تبدیلی کی گنجائش نہیں۔
,,,,,,,,,,جی، رپورٹ اچھی ہے، لیکن مجھے نہیں لگتا کہ آپ کی توقعات پوری کرنا کوئی خاص کامیابی ہے۔
Urdu,Accepting & Rejecting Compliments,بزرگ رشتہ دار,نوجوان,High,Formal,Humble rejection,Positive,تم تو کافی سمجھدار ہو گئے ہو۔,ایک خاندانی گفتگو میں بزرگ رشتہ دار نوجوان کی تعریف کر رہا ہے۔,بہت شکریہ، لیکن ابھی مجھ سے بھی غلطیاں ہو جاتی ہیں۔
,,,,,,,,,,لیکن مجھے نہیں لگتا کہ میں اتنا بھی سمجھدار ہوں۔
,,,,,,,,,,جی، سمجھداری تو ٹھیک ہے، لیکن گھر میں اکثر سب میری غلطیاں ہی نکالتے ہیں۔
Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Teasing response,Neutral,یار، آج تو بڑے اسٹائلش لگ رہے ہو۔,دوست مذاق اور تعریف کے ملے جلے انداز میں بات کر رہا ہے۔,ہاہا، زیادہ مکھن نہ لگاؤ۔
,,,,,,,,,,یار، مجھے نہیں لگتا میں نے کوئی خاص کمال کیا ہے۔
,,,,,,,,,,ہاں یار، اتنی بھی تعریف مت کرو۔
Urdu,Accepting & Rejecting Compliments,استاد,طالب علم,Medium,Formal,Corrective humility,Neutral,تم نے آج بہت اچھا جواب دیا۔,کلاس کے دوران استاد آپ کے جواب کی تعریف کر رہے ہیں۔,شکریہ سر، ابھی بہت کچھ سیکھنا باقی ہے۔
,,,,,,,,,,شکریہ سر، لیکن مجھے لگتا ہے یہ جواب اتنا اچھا نہیں تھا جتنا آپ کہہ رہے ہیں۔
,,,,,,,,,,جی سر، اگر آپ کو اچھا لگا تو ٹھیک ہے، لیکن میں اسے اپنی کوئی بڑی کامیابی نہیں سمجھتا۔
Urdu,Accepting & Rejecting Compliments,دوست,دوست,Low,Informal,Defensive rejection,Negative,یار، تم تو بہت ذہین ہو۔,دوست آپ کی تعریف کر رہا ہے لیکن آپ تعریف کو قبول کرنے کے بجائے رد کر رہے ہیں۔,نہیں یار، تم بس بلاوجہ میری تعریف کرتے رہتے ہو۔
,,,,,,,,,,نہیں یار، میں کہاں ذہین ہوں، تم بس مذاق کر رہے ہو۔
,,,,,,,,,,ہاہا، تمہیں تو ہر بات میں میری تعریف کرنے کی عادت پڑ گئی ہے۔
Urdu,Accepting & Rejecting Compliments,والد,بیٹا,High,Formal,Expectation setting,Negative,اچھے نمبر آئے ہیں، اب یہی معیار برقرار رکھنا۔,والد آپ کی کامیابی کو سراہتے ہوئے اس سے مستقبل میں بھی اچھی کارکردگی کی توقع کر رہے ہیں۔,جی ابو، میں پوری کوشش کروں گا۔
,,,,,,,,,,جی ابو، لیکن ہر بار اتنے اچھے نمبر لانا ممکن نہیں ہوگا۔
,,,,,,,,,,ابو، اس دفعہ اچھے نمبر آ گئے ہیں، لیکن اگلی بار دیکھیں گے کیا ہوتا ہے۔
Urdu,Accepting & Rejecting Compliments,کزن,کزن,Low,Informal,Defensive Rejection,Negative,یار، آج تو تم محفل کی جان بنے ہوئے تھے۔,ایک خاندانی تقریب کے بعد کزن آپ کی تعریف کر رہا ہے۔,چھوڑو یار، ایسی کوئی خاص بات نہیں تھی۔
,,,,,,,,,,یار، محفل کی جان تو شاید تمہیں ہی لگ رہی ہے، مجھے تو ایسا کچھ نہیں لگا۔
,,,,,,,,,,میں نے تو عام سا وقت گزارا تھا۔
Urdu,Accepting & Rejecting Compliments,ساتھی,ساتھی,Medium,Formal,Defensive Professional response,Negative,آج کی پریزنٹیشن کافی متاثر کن تھی۔,ایک ساتھی میٹنگ کے بعد آپ کی پریزنٹیشن کی تعریف کر رہا ہے، لیکن آپ اس تعریف کو پوری طرح قبول نہیں کر رہے۔,شاید آپ ضرورت سے زیادہ تعریف کر رہے ہیں، ابھی کافی خامیاں باقی ہیں۔
,,,,,,,,,,شکریہ، لیکن پریزنٹیشن میں اتنی خامیاں تھیں کہ مجھے سمجھ نہیں آتی آپ کو یہ اتنی متاثر کن کیوں لگی۔
,,,,,,,,,,آپ کو اچھی لگی تو ٹھیک ہے، لیکن میرے خیال میں ابھی اس میں کافی بہتری کی ضرورت ہے۔
Urdu,Accepting & Rejecting Compliments,استاد,طالب علم,High,Formal,Humble acceptance,Positive,آپ کی کارکردگی واقعی قابلِ تعریف ہے، اسی لگن کو آئندہ بھی برقرار رکھیے۔,آپ نے حال ہی میں ایک تحقیقی منصوبہ کامیابی سے مکمل کیا ہے، جس میں آپ نے بھرپور محنت اور ذمہ داری کا مظاہرہ کیا۔,بہت شکریہ سر، یہ آپ کی حوصلہ افزائی اور رہنمائی کا نتیجہ ہے۔ میں آئندہ بھی پوری محنت کے ساتھ بہتر کارکردگی دکھانے کی کوشش کروں گا۔
,,,,,,,,,,سر، میں سمجھتا ہوں کہ میری کارکردگی میں ابھی کوئی خاص بات نہیں۔
,,,,,,,,,,سر، میں نے تو صرف اپنا کام کیا ہے، اسے اتنا بڑا کارنامہ نہیں سمجھتا۔
Urdu,Accepting & Rejecting Compliments,سینئر ساتھی,جونیئر ساتھی,Medium,Formal,Grateful acceptance,Positive,آپ کی تیاری اور محنت واضح نظر آ رہی تھی، واقعی بہت اچھا کام کیا۔,آپ نے حال ہی میں ایک اہم پریزنٹیشن کامیابی سے پیش کی ہے، جسے دفتر میں سب نے پسند کیا۔ آپ کے سینئر ساتھی آپ کی کارکردگی کو سراہتے ہوئے آپ کی حوصلہ افزائی کرنا چاہتے ہیں۔,بہت شکریہ! آپ کی حوصلہ افزائی میرے لیے بہت اہم ہے۔
,,,,,,,,,,شکریہ، لیکن مجھے نہیں لگتا کہ میری تیاری اتنی اچھی تھی جتنی آپ کہہ رہے ہیں۔
,,,,,,,,,,شکریہ، میں نے کوشش ضرور کی تھی، لیکن میرے خیال میں پریزنٹیشن میں ابھی کافی بہتری کی گنجائش ہے۔
Urdu,Accepting & Rejecting Compliments,قریبی دوست,قریبی دوست,Low,Informal,Humorous acceptance,Positive,یار، یہ تصویر تم نے کھینچی ہے یا کسی پروفیشنل فوٹوگرافر کو چھپ کر نوکری پر رکھا ہوا ہے؟,آپ نے حال ہی میں ایک خوبصورت تصویر کھینچی ہے، جسے دیکھ کر آپ کا قریبی دوست بہت متاثر ہوا ہے۔ وہ آپ کی صلاحیت کی تعریف کرنا چاہتا ہے۔,ہاہا، شکریہ! اب تو لگ رہا ہے مفت کا فوٹوگرافر بننا پڑے گا۔
,,,,,,,,,,یار، تصویر تو بس اتفاق سے اچھی آ گئی ہے۔
,,,,,,,,,,ارے نہیں یار، فوٹوگرافی تو کوئی خاص کمال نہیں۔
Urdu,Apologies for Mistakes,استاد,طالب علم,Medium,Formal,Respectful apology,Positive,تم نے اسائنمنٹ وقت پر جمع نہیں کرائی۔,استاد آپ کی اسائنمنٹ دیر سے جمع ہونے کی نشاندہی کر رہے ہیں۔,معذرت سر، مجھ سے تاخیر ہو گئی، آئندہ وقت پر جمع کرانے کی پوری کوشش کروں گا۔
,,,,,,,,,,معذرت سر، لیکن مجھے نہیں لگتا کہ تاخیر اتنی بڑی بات ہے۔
,,,,,,,,,,سر، اسائنمنٹ دیر سے جمع ہوئی ہے، مگر اس میں میری کوئی خاص غلطی نہیں تھی۔
Urdu,Apologies for Mistakes,افسر,ملازم,High,Formal,Professional apology,Neutral,رپورٹ میں ایک اہم غلطی رہ گئی ہے۔,افسر آپ کی تیار کردہ رپورٹ میں موجود غلطی کی نشاندہی کر رہا ہے۔,معاف کیجیے گا سر، میں رپورٹ دوبارہ چیک کرکے فوری طور پر درست کر دیتا ہوں۔
,,,,,,,,,,معاف کیجیے گا سر، رپورٹ میں غلطی رہ گئی، لیکن آپ خود بھی اسے ایک بار چیک کر لیتے تو بہتر ہوتا۔
,,,,,,,,,,سر، غلطی تو ہو گئی ہے، اب اتنی فکر کرنے کی ضرورت نہیں، میں بعد میں دیکھ لوں گا۔
Urdu,Apologies for Mistakes,والد,بیٹا,High,Formal,Obedient apology,Positive,میں نے تمہیں پہلے ہی سمجھایا تھا۔,والد آپ کی ایک غلطی پر ناراضی کا اظہار کر رہے ہیں۔,معذرت ابو، مجھے آپ کی بات مان لینی چاہیے تھی، آئندہ ایسا نہیں ہوگا۔
,,,,,,,,,,معذرت ابو، لیکن مجھے نہیں لگتا کہ میں نے کوئی بہت بڑی غلطی کی ہے۔
,,,,,,,,,,ابو، میں نے وہی کیا جو مجھے صحیح لگا، اگر آپ کو پسند نہیں آیا تو آئندہ آپ خود بتا دیجیے گا۔
Urdu,Apologies for Mistakes,والدہ,بیٹی,High,Informal,Affectionate apology,Positive,میں تمہارا کب سے انتظار کر رہی تھی۔,والدہ آپ کے دیر سے گھر پہنچنے پر اپنی پریشانی کا اظہار کر رہی ہیں۔,معاف کر دیں امی، مجھے آنے میں دیر ہو گئی، آئندہ وقت کا زیادہ خیال رکھوں گی۔
,,,,,,,,,,امی، مجھے دیر ہو گئی تو ہو گئی، آپ کو اتنا انتظار نہیں کرنا چاہیے تھا۔
,,,,,,,,,,امی، میں نے جان بوجھ کر دیر نہیں کی، آپ کو اتنی فکر کرنے کی ضرورت نہیں تھی۔
Urdu,Apologies for Mistakes,دوست,دوست,Low,Informal,Casual apology,Neutral,یار، تم میرا کام کرنا بھول گئے تھے۔,آپ کا دوست اس کام کا ذکر کر رہا ہے جو آپ اس کے لیے کرنا بھول گئے تھے۔,سوری یار، یہ واقعی میری غلطی تھی، آئندہ یاد رکھوں گا۔
,,,,,,,,,,سوری یار، میں بھول گیا تھا، لیکن تم خود بھی مجھے یاد دلا سکتے تھے۔
,,,,,,,,,,یار، بھول تو گیا تھا، لیکن اس میں اتنی ناراضی والی بات نہیں، تم بعد میں کر لیتے۔
Urdu,Apologies for Mistakes,دوست,دوست,Low,Informal,Defensive apology,Negative,یار، تمہاری وجہ سے مجھے کافی دیر انتظار کرنا پڑا۔,آپ کا دوست تاخیر کی وجہ سے اپنی ناراضی کا اظہار کر رہا ہے۔,معاف کرنا یار، میری وجہ سے دیر ہوئی، لیکن راستے میں بہت ٹریفک تھی۔
,,,,,,,,,,معاف کرنا یار، ٹریفک کا مسئلہ تھا، لیکن تم بھی تھوڑا انتظار کر لیتے۔
,,,,,,,,,,سوری یار، دیر ہو گئی، مگر ہر بار میری ہی غلطی نہیں ہوتی، آج بس حالات ایسے تھے۔
Urdu,Apologies for Mistakes,جونیئر,سینئر,Medium,Formal,Authoritative apology,Negative,آپ نے سب کے سامنے مجھ سے بہت سخت لہجے میں بات کی تھی۔,آپ اپنے سینئر کے سخت رویے پر ناراضی کا اظہار کر رہے ہیں۔,اگر میری بات سے آپ کو برا لگا ہو تو میں معذرت چاہتا ہوں، میرا مقصد صرف کام کی نشاندہی کرنا تھا۔
,,,,,,,,,,اگر آپ کو میری بات سخت لگی تو شاید آپ نے اسے ضرورت سے زیادہ سنجیدگی سے لیا۔
,,,,,,,,,,میں نے جو کہا وہ کام کے حوالے سے تھا، اسے ذاتی طور پر لینے کی ضرورت نہیں تھی۔
Urdu,Apologies for Mistakes,سینئر,جونیئر,High,Formal,Deferential apology,Positive,آپ نے یہ کام ہدایات کے مطابق مکمل نہیں کیا۔,سینئر آپ کے کام میں موجود خامی کی طرف توجہ دلا رہا ہے۔,معذرت سر، مجھ سے غلطی ہو گئی، میں اسے فوراً درست کر دیتا ہوں۔
,,,,,,,,,,سر، ہدایات پوری طرح واضح نہیں تھیں، اسی لیے کام میں کچھ کمی رہ گئی۔
,,,,,,,,,,سر، میں نے کام اپنی سمجھ کے مطابق کیا تھا، اگر طریقہ درست نہیں تھا تو آپ بتا دیجیے، میں دیکھ لیتا ہوں۔
Urdu,Apologies for Mistakes,ساتھی,ساتھی,Medium,Formal,Professional regret,Neutral,فائل غلط فولڈر میں بھیج دی گئی تھی، جس کی وجہ سے تاخیر ہوئی۔,آپ کا ساتھی فائل کی غلط جگہ منتقلی کی وجہ سے پیدا ہونے والے مسئلے کی نشاندہی کر رہا ہے۔,معذرت، یہ غلطی مجھ سے ہوئی تھی، میں آئندہ زیادہ احتیاط کروں گا۔
,,,,,,,,,,فائل غلط فولڈر میں چلی گئی تھی، لیکن میرے خیال میں اس سے اتنی بڑی تاخیر نہیں ہونی چاہیے تھی۔
